	addr	pc	x	y
1491	('166', 'YISHUN RING RD', 'YISHUN')	760166	103.831445	1.436305
1492	('166A', 'PUNGGOL CTRL', 'PUNGGOL')	821166	103.91553	1.3946889999999998
1493	('166A', 'TECK WHYE CRES', 'CHOA CHU KANG')	681166	103.753128	1.3832659999999999
1494	('166B', 'PUNGGOL CTRL', 'PUNGGOL')	822166	103.915213	1.39475
1495	('166B', 'TECK WHYE CRES', 'CHOA CHU KANG')	682166	103.753512	1.383132
1496	('167', 'BEDOK STH AVE 3', 'BEDOK')	460167	103.94484200000001	1.319585
1497	('167', 'BISHAN ST 13', 'BISHAN')	570167	103.855042	1.348083
1498	('167', 'BOON LAY DR', 'JURONG WEST')	640167	103.706479	1.34666
1499	('167', 'BT BATOK WEST AVE 8', 'BUKIT BATOK')	650167	103.742073	1.346943
1500	('167', 'HOUGANG AVE 1', 'HOUGANG')	530167	103.888535	1.352206
1501	('167', 'LOR 1 TOA PAYOH', 'TOA PAYOH')			
1502	('167', 'PETIR RD', 'BUKIT PANJANG')	670167	103.765119	1.3776030000000001
1503	('167', 'STIRLING RD', 'QUEENSTOWN')	140167	103.802585	1.2900120000000002
1504	('167', 'WOODLANDS ST 11', 'WOODLANDS')	730167	103.775868	1.433396
1505	('167', 'YISHUN RING RD', 'YISHUN')	760167	103.832264	1.436624
1506	('167A', 'PUNGGOL EAST', 'PUNGGOL')	821167	103.915188	1.393912
1507	('167A', 'SIMEI LANE', 'TAMPINES')	521167	103.9592	1.343475
1508	('167B', 'PUNGGOL EAST', 'PUNGGOL')	822167	103.915104	1.394189
1509	('167B', 'SIMEI LANE', 'TAMPINES')	522167	103.959544	1.343138
1510	('167C', 'PUNGGOL EAST', 'PUNGGOL')	823167	103.91481999999999	1.394407
1511	('167C', 'SIMEI LANE', 'TAMPINES')	523167	103.959277	1.3429959999999999
1512	('167D', 'PUNGGOL EAST', 'PUNGGOL')	824167	103.914612	1.394541
1513	('167D', 'SIMEI LANE', 'TAMPINES')	524167	103.95904	1.342857
1514	('168', 'BEDOK STH AVE 3', 'BEDOK')	460168	103.94454300000001	1.3199969999999999
1515	('168', 'BISHAN ST 13', 'BISHAN')	570168	103.85417199999999	1.3474030000000001
1516	('168', 'BOON LAY DR', 'JURONG WEST')	640168	103.706518	1.346892
1517	('168', 'BT BATOK WEST AVE 8', 'BUKIT BATOK')	650168	103.74113	1.347251
1518	('168', 'HOUGANG AVE 1', 'HOUGANG')	530168	103.889449	1.3521459999999998
1519	('168', 'LOR 1 TOA PAYOH', 'TOA PAYOH')	310168	103.843531	1.331915
1520	('168', 'PETIR RD', 'BUKIT PANJANG')	670168	103.764391	1.377532
1521	('168', 'STIRLING RD', 'QUEENSTOWN')	141168	103.803128	1.2901040000000001
1522	('168', 'WOODLANDS ST 11', 'WOODLANDS')	730168	103.776358	1.432936
1523	('168A', 'PUNGGOL EAST', 'PUNGGOL')	821168	103.91422	1.39455
1524	('168A', 'QUEENSWAY', 'QUEENSTOWN')	140168	103.803349	1.289396
1525	('168A', 'SIMEI LANE', 'TAMPINES')	521168	103.958798	1.342722
1526	('168B', 'PUNGGOL EAST', 'PUNGGOL')	822168	103.91400300000001	1.394449
1527	('168B', 'SIMEI LANE', 'TAMPINES')	522168	103.95853100000001	1.342596
1528	('168C', 'PUNGGOL FIELD', 'PUNGGOL')	823168	103.913834	1.3938780000000002
1529	('168C', 'SIMEI LANE', 'TAMPINES')	523168	103.95828900000001	1.34247
1530	('168D', 'PUNGGOL FIELD', 'PUNGGOL')	824168	103.91402	1.3938270000000001
1531	('168D', 'SIMEI LANE', 'TAMPINES')	524168	103.958097	1.342957
1532	('169', 'BEDOK STH AVE 3', 'BEDOK')	460169	103.944927	1.320393
1533	('169', 'BISHAN ST 13', 'BISHAN')	570169	103.85417199999999	1.346957
1534	('169', 'BOON LAY DR', 'JURONG WEST')	640169	103.707289	1.3474270000000002
1535	('169', 'BT BATOK WEST AVE 8', 'BUKIT BATOK')	650169	103.740767	1.346618
1536	('169', 'HOUGANG AVE 1', 'HOUGANG')	530169	103.889927	1.3518629999999998
1537	('169', 'LOR 1 TOA PAYOH', 'TOA PAYOH')	310169	103.84276899999999	1.3317510000000001
1538	('169', 'STIRLING RD', 'QUEENSTOWN')	140169	103.802846	1.290489
1539	('169', 'WOODLANDS ST 11', 'WOODLANDS')	730169	103.776708	1.433355
1540	('169A', 'PUNGGOL FIELD', 'PUNGGOL')	821169	103.914305	1.393151
1541	('169B', 'PUNGGOL FIELD', 'PUNGGOL')	822169	103.914062	1.3932790000000002
1542	('169C', 'PUNGGOL FIELD', 'PUNGGOL')	823169	103.91429000000001	1.3936620000000002
1543	('17', 'BEACH RD', 'KALLANG/WHAMPOA')	190017	103.863524	1.303757
1544	('17', 'CANTONMENT CL', 'BUKIT MERAH')	080017	103.839875	1.2739049999999998
1545	('17', 'DOVER CRES', 'QUEENSTOWN')	130017	103.78291800000001	1.307588
1546	('17', 'EUNOS CRES', 'GEYLANG')	400017	103.904207	1.32334
1547	('17', 'HOLLAND DR', 'QUEENSTOWN')	278865	103.782495	1.313624
1548	('17', 'HOUGANG AVE 3', 'HOUGANG')	530017	103.89086999999999	1.3633950000000001
1549	('17', 'JLN TENTERAM', 'KALLANG/WHAMPOA')	321017	103.859848	1.3282129999999999
1550	('17', 'JOO SENG RD', 'TOA PAYOH')	360017	103.88123399999999	1.336193
1551	('17', 'LOR 7 TOA PAYOH', 'TOA PAYOH')	310017	103.85665300000001	1.33644
1552	('17', 'MARINE TER', 'MARINE PARADE')	440017	103.913855	1.30382
1553	('17', 'MARSILING LANE', 'WOODLANDS')	730017	103.77765600000001	1.442561
1554	('17', 'REDHILL CL', 'BUKIT MERAH')	151017	103.81759	1.285258
1555	('17', 'SENG POH RD', 'BUKIT MERAH')	161017	103.833292	1.285297
1556	"('17', ""ST. GEORGE'S RD"", 'KALLANG/WHAMPOA')"	320017	103.862409	1.323793
1557	('17', 'TECK WHYE LANE', 'CHOA CHU KANG')	680017	103.75398100000001	1.379089
1558	('17', 'TELOK BLANGAH CRES', 'BUKIT MERAH')	090017	103.821862	1.277672
1559	('17', 'TIONG BAHRU RD', 'BUKIT MERAH')	163017	103.833147	1.2856040000000002
1560	('17', 'TOH YI DR', 'BUKIT TIMAH')	590017	103.772741	1.339716
1561	('170', 'ANG MO KIO AVE 4', 'ANG MO KIO')	560170	103.836566	1.373975
1562	('170', 'BEDOK STH RD', 'BEDOK')	460170	103.94586899999999	1.320651
1563	('170', 'BISHAN ST 13', 'BISHAN')	570170	103.853574	1.346406
1564	('170', 'BOON LAY DR', 'JURONG WEST')	640170	103.707014	1.347219
1565	('170', 'BT BATOK WEST AVE 8', 'BUKIT BATOK')	650170	103.740088	1.346584
1566	('170', 'GANGSA RD', 'BUKIT PANJANG')	670170	103.766079	1.378673
1567	('170', 'HOUGANG AVE 1', 'HOUGANG')	530170	103.889278	1.351665
1568	('170', 'STIRLING RD', 'QUEENSTOWN')	140170	103.80282	1.290908
1569	('170', 'WOODLANDS ST 11', 'WOODLANDS')	730170	103.77659399999999	1.43363
1570	('170', 'YISHUN AVE 7', 'YISHUN')	760170	103.832759	1.437123
1571	('170A', 'PUNGGOL FIELD', 'PUNGGOL')	821170	103.914912	1.393514
1572	('170B', 'PUNGGOL FIELD', 'PUNGGOL')	822170	103.914749	1.39336
1573	('170C', 'PUNGGOL FIELD', 'PUNGGOL')	823170	103.914565	1.3931799999999999
1574	('171', 'ANG MO KIO AVE 4', 'ANG MO KIO')	560171	103.835603	1.3749559999999998
1575	('171', 'BEDOK STH RD', 'BEDOK')	460171	103.94519100000001	1.3207879999999999
1576	('171', 'BISHAN ST 13', 'BISHAN')	570171	103.85359100000001	1.346853
1577	('171', 'BOON LAY DR', 'JURONG WEST')	640171	103.707944	1.3465850000000001
1578	('171', 'BT BATOK WEST AVE 8', 'BUKIT BATOK')	650171	103.74030400000001	1.346062
1579	('171', 'GANGSA RD', 'BUKIT PANJANG')	670171	103.76626999999999	1.37901
1580	('171', 'HOUGANG AVE 1', 'HOUGANG')	530171	103.889048	1.351046
1581	('171', 'LOR 1 TOA PAYOH', 'TOA PAYOH')	310171	103.842869	1.331077
1582	('171', 'STIRLING RD', 'QUEENSTOWN')	140171	103.803799	1.2908629999999999
1583	('171', 'WOODLANDS ST 11', 'WOODLANDS')	730171	103.77686700000001	1.43402
1584	('171', 'YISHUN AVE 7', 'YISHUN')	760171	103.832229	1.436916
1585	('171A', 'EDGEDALE PLAINS', 'PUNGGOL')	821171	103.912345	1.3947530000000001
1586	('171B', 'EDGEDALE PLAINS', 'PUNGGOL')	822171	103.912748	1.395263
1587	('171C', 'EDGEDALE PLAINS', 'PUNGGOL')	823171	103.913282	1.3949340000000001
1588	('172', 'ANG MO KIO AVE 4', 'ANG MO KIO')	560172	103.836451	1.3747209999999999
1589	('172', 'BEDOK STH RD', 'BEDOK')	460172	103.94456	1.3206069999999999
1590	('172', 'BISHAN ST 13', 'BISHAN')	570172	103.853335	1.347162
1591	('172', 'BOON LAY DR', 'JURONG WEST')	640172	103.707934	1.346339
1592	('172', 'BT BATOK WEST AVE 8', 'BUKIT BATOK')	650172	103.740629	1.345712
1593	('172', 'GANGSA RD', 'BUKIT PANJANG')	670172	103.766639	1.379524
1594	('172', 'HOUGANG AVE 1', 'HOUGANG')	530172	103.88960300000001	1.35084
1595	('172', 'LOR 1 TOA PAYOH', 'TOA PAYOH')	310172	103.843098	1.330415
1596	('172', 'STIRLING RD', 'QUEENSTOWN')	140172		
1597	('172', 'WOODLANDS ST 13', 'WOODLANDS')	730172	103.77743000000001	1.433974
1598	('172', 'YISHUN AVE 7', 'YISHUN')	760172	103.831428	1.436649
1599	('172A', 'EDGEDALE PLAINS', 'PUNGGOL')	821172	103.911509	1.3954520000000001
1600	('172A', 'LOR 1 TOA PAYOH', 'TOA PAYOH')	311172	103.842652	1.330301
1601	('172B', 'EDGEDALE PLAINS', 'PUNGGOL')	822172	103.911829	1.396013
1602	('172C', 'EDGEDALE PLAINS', 'PUNGGOL')	823172	103.91225899999999	1.395617
1603	('173', 'ANG MO KIO AVE 4', 'ANG MO KIO')	560173	103.836147	1.375341
1604	('173', 'BISHAN ST 13', 'BISHAN')	570173	103.854188	1.347825
1605	('173', 'BT BATOK WEST AVE 8', 'BUKIT BATOK')	650173	103.740905	1.34618
1606	('173', 'GANGSA RD', 'BUKIT PANJANG')	670173	103.766786	1.3799219999999999
1607	('173', 'HOUGANG AVE 1', 'HOUGANG')	530173	103.888775	1.3502040000000002
1608	('173', 'LOR 1 TOA PAYOH', 'TOA PAYOH')	310173	103.842275	1.330027
1609	('173', 'STIRLING RD', 'QUEENSTOWN')	140173		
1610	('173', 'WOODLANDS ST 13', 'WOODLANDS')	730173	103.77726	1.433327
1611	('173', 'YISHUN AVE 7', 'YISHUN')	760173	103.831062	1.437011
1612	('173A', 'PUNGGOL FIELD', 'PUNGGOL')	821173	103.90937	1.397022
1613	('173B', 'PUNGGOL FIELD', 'PUNGGOL')	822173	103.90992800000001	1.396534
1614	('173C', 'PUNGGOL FIELD', 'PUNGGOL')	823173	103.910547	1.396164
1615	('173D', 'PUNGGOL FIELD', 'PUNGGOL')	824173	103.911025	1.39596
1616	('174', 'ANG MO KIO AVE 4', 'ANG MO KIO')	560174	103.837486	1.375177
1617	('174', 'BISHAN ST 13', 'BISHAN')	570174	103.854299	1.34822
1618	('174', 'BOON LAY DR', 'JURONG WEST')	640174	103.709374	1.346267
1619	('174', 'BT BATOK WEST AVE 8', 'BUKIT BATOK')	650174	103.741107	1.345501
1620	('174', 'LOMPANG RD', 'BUKIT PANJANG')	670174	103.766239	1.3802219999999998
1621	('174', 'LOR 1 TOA PAYOH', 'TOA PAYOH')	310174	103.841928	1.330706
1622	('174', 'WOODLANDS ST 13', 'WOODLANDS')	730174	103.778091	1.433362
1623	('174', 'YISHUN AVE 7', 'YISHUN')	760174	103.83200699999999	1.43733
1624	('174A', 'EDGEDALE PLAINS', 'PUNGGOL')	821174	103.91131800000001	1.39641
1625	('174A', 'HOUGANG AVE 1', 'HOUGANG')	531174	103.888626	1.3497270000000001
1626	('174B', 'EDGEDALE PLAINS', 'PUNGGOL')	822174	103.91086700000001	1.3967459999999998
1627	('174B', 'HOUGANG AVE 1', 'HOUGANG')	532174	103.88911	1.349551
1628	('174C', 'EDGEDALE PLAINS', 'PUNGGOL')	823174	103.910461	1.397142
1629	('174D', 'EDGEDALE PLAINS', 'PUNGGOL')	824174	103.910042	1.397512
1630	('175', 'ANG MO KIO AVE 4', 'ANG MO KIO')	560175	103.836945	1.375804
1631	('175', 'BISHAN ST 13', 'BISHAN')	570175	103.853864	1.348924
1632	('175', 'BOON LAY DR', 'JURONG WEST')	640175	103.709468	1.346629
1633	('175', 'BT BATOK WEST AVE 8', 'BUKIT BATOK')	650175	103.74180600000001	1.345513
1634	('175', 'LOMPANG RD', 'BUKIT PANJANG')	670175	103.765971	1.3798
1635	('175', 'LOR 2 TOA PAYOH', 'TOA PAYOH')	310175	103.847098	1.333461
1636	('175', 'WOODLANDS ST 13', 'WOODLANDS')	730175	103.778046	1.4336879999999999
1637	('175', 'YISHUN AVE 7', 'YISHUN')	760175	103.832451	1.4375959999999999
1638	('175A', 'PUNGGOL FIELD', 'PUNGGOL')	821175	103.908986	1.397358
1639	('175A', 'YUNG KUANG RD', 'JURONG WEST')	611175	103.721663	1.3320379999999998
1640	('175B', 'PUNGGOL FIELD', 'PUNGGOL')	822175	103.90854300000001	1.3977700000000002
1641	('175B', 'YUNG KUANG RD', 'JURONG WEST')	612175	103.721046	1.332893
1642	('175C', 'PUNGGOL FIELD', 'PUNGGOL')	823175	103.908001	1.398206
1643	('175C', 'YUNG KUANG RD', 'JURONG WEST')	613175	103.72161700000001	1.3328010000000001
1644	('175D', 'PUNGGOL FIELD', 'PUNGGOL')	824175	103.90775699999999	1.3985049999999999
1645	('176', 'ANG MO KIO AVE 4', 'ANG MO KIO')	560176	103.836057	1.3758290000000002
1646	('176', 'BISHAN ST 13', 'BISHAN')	570176	103.85376099999999	1.348228
1647	('176', 'BOON LAY DR', 'JURONG WEST')	642176	103.710195	1.347132
1648	('176', 'BT BATOK WEST AVE 8', 'BUKIT BATOK')	650176	103.741283	1.346033
1649	('176', 'LOMPANG RD', 'BUKIT PANJANG')	670176	103.765749	1.379293
1650	('176', 'WOODLANDS ST 13', 'WOODLANDS')	730176	103.778359	1.433843
1651	('176A', 'EDGEFIELD PLAINS', 'PUNGGOL')	821176	103.908162	1.3990040000000001
1652	('176B', 'EDGEFIELD PLAINS', 'PUNGGOL')	822176	103.908493	1.398755
1653	('176C', 'EDGEFIELD PLAINS', 'PUNGGOL')	823176	103.90893100000001	1.398359
1654	('176D', 'EDGEFIELD PLAINS', 'PUNGGOL')	824176	103.90948399999999	1.397889
1655	('177', 'ANG MO KIO AVE 4', 'ANG MO KIO')	560177	103.83800699999999	1.375928
1656	('177', 'BISHAN ST 13', 'BISHAN')	570177	103.853514	1.347841
1657	('177', 'BT BATOK WEST AVE 8', 'BUKIT BATOK')	650177	103.741754	1.3463200000000002
1658	('177', 'LOMPANG RD', 'BUKIT PANJANG')	670177	103.765316	1.380213
1659	('177', 'TOA PAYOH CTRL', 'TOA PAYOH')	310177	103.84891	1.333893
1660	('177', 'WOODLANDS ST 13', 'WOODLANDS')	730177	103.77825899999999	1.4343700000000001
1661	('177', 'YUNG SHENG RD', 'JURONG WEST')	610177	103.72130600000001	1.333367
1662	('178', 'ANG MO KIO AVE 4', 'ANG MO KIO')	560178	103.83697099999999	1.376277
1663	('178', 'BISHAN ST 13', 'BISHAN')	570178	103.85271999999999	1.348021
1664	('178', 'BT BATOK WEST AVE 8', 'BUKIT BATOK')	650178	103.742514	1.346093
1665	('178', 'EDGEFIELD PLAINS', 'PUNGGOL')	820178	103.908589	1.399635
1666	('178', 'LOMPANG RD', 'BUKIT PANJANG')	670178	103.764945	1.3802459999999999
1667	('178', 'TOA PAYOH CTRL', 'TOA PAYOH')	310178	103.84913399999999	1.333553
1668	('178', 'WOODLANDS ST 13', 'WOODLANDS')	730178	103.777815	1.434799
1669	('178', 'YUNG SHENG RD', 'JURONG WEST')	610178	103.72080799999999	1.3333959999999998
1670	('178A', 'RIVERVALE CRES', 'SENGKANG')	541178	103.90956899999999	1.389167
1671	('178B', 'RIVERVALE CRES', 'SENGKANG')	542178	103.909953	1.38879
1672	('178C', 'RIVERVALE CRES', 'SENGKANG')	543178	103.910512	1.388647
1673	('178D', 'RIVERVALE CRES', 'SENGKANG')	544178	103.910686	1.389126
1674	('179', 'ANG MO KIO AVE 5', 'ANG MO KIO')	560179	103.836313	1.376852
1675	('179', 'BISHAN ST 13', 'BISHAN')	570179	103.85184	1.34858
1676	('179', 'BT BATOK WEST AVE 8', 'BUKIT BATOK')	650179	103.742232	1.345818
1677	('179', 'LOMPANG RD', 'BUKIT PANJANG')	670179	103.76496	1.379801
1678	('179', 'TOA PAYOH CTRL', 'TOA PAYOH')	310179	103.850115	1.333895
1679	('179', 'WOODLANDS ST 13', 'WOODLANDS')	730179	103.778318	1.4347370000000002
1680	('179', 'YUNG SHENG RD', 'JURONG WEST')	610179	103.720765	1.333852
1681	('17A', 'TELOK BLANGAH CRES', 'BUKIT MERAH')	091017	103.821298	1.277321
1682	('18', 'BEDOK STH RD', 'BEDOK')	469276	103.929884	1.3179370000000001
1683	('18', 'CANTONMENT CL', 'BUKIT MERAH')	080018	103.83950300000001	1.273917
1684	('18', 'DOVER CRES', 'QUEENSTOWN')	130018	103.78320500000001	1.307942
1685	('18', 'EUNOS CRES', 'GEYLANG')	400018	103.904173	1.323718
1686	('18', 'GHIM MOH RD', 'QUEENSTOWN')	270018	103.786877	1.310062
1687	('18', 'HOUGANG AVE 3', 'HOUGANG')	530018	103.89186	1.363173
1688	('18', 'JLN TENTERAM', 'KALLANG/WHAMPOA')	321018	103.860084	1.3278370000000002
1689	('18', 'JOO SENG RD', 'TOA PAYOH')	360018	103.881123	1.336864
1690	('18', 'KG BAHRU HILL', 'BUKIT MERAH')	160018	103.830403	1.2761360000000002
1691	('18', 'LOR 7 TOA PAYOH', 'TOA PAYOH')	310018	103.856957	1.33574
1692	('18', 'MARINE TER', 'MARINE PARADE')	440018	103.914137	1.303239
1693	('18', 'MARSILING LANE', 'WOODLANDS')	730018	103.777904	1.443495
1694	('18', 'REDHILL CL', 'BUKIT MERAH')	151018	103.817752	1.285851
1695	"('18', ""ST. GEORGE'S RD"", 'KALLANG/WHAMPOA')"	320018	103.862785	1.323962
1696	('18', 'TAMAN HO SWEE', 'BUKIT MERAH')	162018	103.831024	1.288109
1697	('18', 'TECK WHYE LANE', 'CHOA CHU KANG')	680018	103.753939	1.3783040000000002
1698	('18', 'TELOK BLANGAH CRES', 'BUKIT MERAH')	090018	103.822374	1.277922
1699	('18', 'TIONG BAHRU RD', 'BUKIT MERAH')	163018	103.832505	1.285695
1700	('18', 'TOH YI DR', 'BUKIT TIMAH')	590018	103.773296	1.339948
1701	('180', 'ANG MO KIO AVE 5', 'ANG MO KIO')	560180	103.838243	1.37669
1702	('180', 'BEDOK NTH RD', 'BEDOK')	460180	103.940798	1.326854
1703	('180', 'BISHAN ST 13', 'BISHAN')	570180	103.85220699999999	1.3485200000000002
1704	('180', 'BT BATOK WEST AVE 8', 'BUKIT BATOK')	650180	103.74303499999999	1.345561
1705	('180', 'LOMPANG RD', 'BUKIT PANJANG')	670180	103.764778	1.378896
1706	('180', 'PASIR RIS ST 11', 'PASIR RIS')	510180	103.96011800000001	1.364174
1707	('180', 'YUNG SHENG RD', 'JURONG WEST')	610180	103.72121899999999	1.3338290000000002
1708	('180A', 'BOON LAY DR', 'JURONG WEST')	641180	103.70850300000001	1.3476219999999999
1709	('180A', 'MARSILING RD', 'WOODLANDS')	731180	103.777865	1.439057
1710	('180A', 'RIVERVALE CRES', 'SENGKANG')	541180	103.909627	1.390409
1711	('180B', 'BOON LAY DR', 'JURONG WEST')	642180	103.709074	1.348087
1712	('180B', 'MARSILING RD', 'WOODLANDS')	732180	103.77844	1.439015
1713	('180B', 'RIVERVALE CRES', 'SENGKANG')	542180	103.90930999999999	1.390056
1714	('180C', 'BOON LAY DR', 'JURONG WEST')	643180	103.708798	1.348436
1715	('180C', 'RIVERVALE CRES', 'SENGKANG')	543180	103.909602	1.389637
1716	('180D', 'RIVERVALE CRES', 'SENGKANG')	544180	103.910353	1.389537
1717	('181', 'ANG MO KIO AVE 5', 'ANG MO KIO')	560181	103.83702199999999	1.376853
1718	('181', 'BEDOK NTH RD', 'BEDOK')	460181	103.94124000000001	1.326753
1719	('181', 'BISHAN ST 13', 'BISHAN')	570181	103.853155	1.348718
1720	('181', 'BT BATOK WEST AVE 8', 'BUKIT BATOK')	650181	103.743496	1.345613
1721	('181', 'EDGEFIELD PLAINS', 'PUNGGOL')	820181	103.909025	1.399453
1722	('181', 'JELEBU RD', 'BUKIT PANJANG')	670181	103.76296500000001	1.379265
1723	('181', 'PASIR RIS ST 11', 'PASIR RIS')	510181	103.960576	1.364363
1724	('181', 'STIRLING RD', 'QUEENSTOWN')	140181	103.80549599999999	1.294584
1725	('181', 'YUNG SHENG RD', 'JURONG WEST')	610181	103.722064	1.333855
1726	('181A', 'BOON LAY DR', 'JURONG WEST')	641181	103.708087	1.34861
1727	('181B', 'BOON LAY DR', 'JURONG WEST')	642181	103.708606	1.348873
1728	('182', 'ANG MO KIO AVE 5', 'ANG MO KIO')	560182	103.836407	1.3774110000000002
1729	('182', 'BEDOK NTH RD', 'BEDOK')	460182	103.941649	1.3270549999999999
1730	('182', 'BISHAN ST 13', 'BISHAN')	570182	103.85323100000001	1.349921
1731	('182', 'BT BATOK WEST AVE 8', 'BUKIT BATOK')	650182	103.74399100000001	1.345665
1732	('182', 'EDGEFIELD PLAINS', 'PUNGGOL')	820182	103.90950699999999	1.399191
1733	('182', 'JELEBU RD', 'BUKIT PANJANG')	670182	103.76337	1.379953
1734	('182', 'PASIR RIS ST 11', 'PASIR RIS')	510182	103.960895	1.36475
1735	('182', 'STIRLING RD', 'QUEENSTOWN')	140182	103.805126	1.295256
1736	('182', 'YUNG SHENG RD', 'JURONG WEST')	610182	103.72251999999999	1.3338219999999998
1737	('183', 'BEDOK NTH RD', 'BEDOK')	460183	103.941816	1.326569
1738	('183', 'BISHAN ST 13', 'BISHAN')	570183	103.852522	1.35041
1739	('183', 'BT BATOK WEST AVE 8', 'BUKIT BATOK')	650183	103.74339499999999	1.3464399999999999
1740	('183', 'EDGEFIELD PLAINS', 'PUNGGOL')	820183	103.909749	1.398911
1741	('183', 'JELEBU RD', 'BUKIT PANJANG')	670183	103.762937	1.380007
1742	('183', 'PASIR RIS ST 11', 'PASIR RIS')	510183	103.960441	1.3650229999999999
1743	('183', 'STIRLING RD', 'QUEENSTOWN')	140183	103.80475200000001	1.295841
1744	('183', 'TOA PAYOH CTRL', 'TOA PAYOH')	310183	103.848885	1.33335
1745	('183', 'YUNG SHENG RD', 'JURONG WEST')	610183	103.722662	1.333228
1746	('183A', 'BOON LAY AVE', 'JURONG WEST')	641183	103.709666	1.348818
1747	('183A', 'RIVERVALE CRES', 'SENGKANG')	541183	103.907914	1.391691
1748	('183B', 'BOON LAY AVE', 'JURONG WEST')	642183	103.70975	1.3482809999999998
1749	('183B', 'RIVERVALE CRES', 'SENGKANG')	542183	103.908313	1.3912950000000002
1750	('183C', 'BOON LAY AVE', 'JURONG WEST')	643183	103.709308	1.348482
1751	('183C', 'RIVERVALE CRES', 'SENGKANG')	543183	103.908744	1.390829
1752	('183D', 'BOON LAY AVE', 'JURONG WEST')	644183	103.708799	1.3490520000000001
1753	('183D', 'RIVERVALE CRES', 'SENGKANG')	544183	103.909023	1.391384
1754	('184', 'BISHAN ST 13', 'BISHAN')	570184	103.852386	1.350101
1755	('184', 'BT BATOK WEST AVE 8', 'BUKIT BATOK')	650184	103.743752	1.346326
1756	('184', 'EDGEFIELD PLAINS', 'PUNGGOL')	820184	103.91015	1.3986319999999999
1757	('184', 'JELEBU RD', 'BUKIT PANJANG')	670184	103.76234699999999	1.379743
1758	('184', 'PASIR RIS ST 11', 'PASIR RIS')	510184	103.96025	1.365305
1759	('184', 'STIRLING RD', 'QUEENSTOWN')	140184	103.804535	1.295843
1760	('184', 'TOA PAYOH CTRL', 'TOA PAYOH')	310184	103.84969699999999	1.332698
1761	('184', 'YUNG SHENG RD', 'JURONG WEST')	610184	103.72207	1.333364
1762	('184A', 'RIVERVALE CRES', 'SENGKANG')	541184	103.90758000000001	1.392293
1763	('184B', 'RIVERVALE CRES', 'SENGKANG')	542184	103.90728299999999	1.392759
1764	('184C', 'RIVERVALE CRES', 'SENGKANG')	543184	103.90774	1.392862
1765	('185', 'BEDOK NTH RD', 'BEDOK')	460185	103.94079	1.326325
1766	('185', 'BISHAN ST 13', 'BISHAN')	570185	103.852574	1.349723
1767	('185', 'BOON LAY AVE', 'JURONG WEST')	640185	103.711175	1.3466129999999998
1768	('185', 'BT BATOK WEST AVE 6', 'BUKIT BATOK')	650185	103.74466899999999	1.3470030000000002
1769	('185', 'EDGEFIELD PLAINS', 'PUNGGOL')	820185	103.910437	1.398312
1770	('185', 'JELEBU RD', 'BUKIT PANJANG')	670185	103.762235	1.379419
1771	('185', 'PASIR RIS ST 11', 'PASIR RIS')	510185	103.95987	1.365753
1772	('185', 'TOA PAYOH CTRL', 'TOA PAYOH')	310185	103.85	1.332797
1773	('185A', 'RIVERVALE CRES', 'SENGKANG')	541185	103.906972	1.39345
1774	('185B', 'RIVERVALE CRES', 'SENGKANG')	542185	103.906797	1.393169
1775	('185C', 'RIVERVALE CRES', 'SENGKANG')	543185	103.906343	1.3934520000000001
1776	('185D', 'RIVERVALE CRES', 'SENGKANG')	544185	103.906222	1.3938700000000002
1777	('186', 'BISHAN ST 13', 'BISHAN')	570186	103.85270200000001	1.349328
1778	('186', 'BOON LAY AVE', 'JURONG WEST')	640186	103.71144100000001	1.345551
1779	('186', 'BT BATOK WEST AVE 6', 'BUKIT BATOK')	650186	103.744068	1.34667
1780	('186', 'PASIR RIS ST 11', 'PASIR RIS')	510186	103.959688	1.365008
1781	('186', 'PUNGGOL CTRL', 'PUNGGOL')	820186	103.911096	1.398752
1782	('186', 'TOA PAYOH CTRL', 'TOA PAYOH')	310186	103.850218	1.3325360000000002
1783	('186A', 'RIVERVALE DR', 'SENGKANG')	541186	103.905822	1.393229
1784	('186B', 'RIVERVALE DR', 'SENGKANG')	542186	103.905303	1.392649
1785	('186C', 'RIVERVALE DR', 'SENGKANG')	543186	103.90500300000001	1.392931
1786	('186D', 'RIVERVALE DR', 'SENGKANG')	544186	103.9054	1.393486
1787	('187', 'BISHAN ST 13', 'BISHAN')	570187	103.851496	1.349566
1788	('187', 'BOON LAY AVE', 'JURONG WEST')	640187	103.710761	1.345107
1789	('187', 'BT BATOK WEST AVE 6', 'BUKIT BATOK')	650187	103.744665	1.346516
1790	('187', 'PASIR RIS ST 11', 'PASIR RIS')	510187	103.959474	1.3646209999999999
1791	('187', 'PUNGGOL CTRL', 'PUNGGOL')	820187	103.910742	1.398909
1792	('187A', 'RIVERVALE DR', 'SENGKANG')	541187	103.90565600000001	1.39402
1793	('187B', 'RIVERVALE DR', 'SENGKANG')	542187	103.906188	1.3943379999999999
1794	('188', 'BISHAN ST 13', 'BISHAN')	570188	103.851635	1.34992
1795	('188', 'BOON LAY DR', 'JURONG WEST')	640188	103.71107099999999	1.343774
1796	('188', 'BT BATOK WEST AVE 6', 'BUKIT BATOK')	650188	103.745707	1.346293
1797	('188', 'PASIR RIS ST 12', 'PASIR RIS')	510188	103.95903	1.365119
