pc,x,y,block,street_name,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1 ROOM,2 ROOM,3 ROOM,4 ROOM,5 ROOM,EXECUTIVE,MULTI GENERATION,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,town
332038,103.86692,1.3206209999999998,387,BT BATOK WEST AVE 5,25.0,2004.0,Y,N,N,Y,N,N,BB,120.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT BATOK
333038,103.866916,1.321225,387,TAMPINES ST 32,12.0,1993.0,Y,N,N,Y,N,N,TAP,66.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAMPINES
334038,103.866919,1.321796,387,YISHUN RING RD,11.0,1987.0,Y,N,N,N,N,N,YS,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,YISHUN
460039,103.939556,1.321344,388,BT BATOK WEST AVE 5,25.0,2004.0,Y,N,N,Y,N,N,BB,108.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT BATOK
210039,103.848509,1.316439,388,TAMPINES ST 32,12.0,1993.0,Y,N,N,N,N,N,TAP,77.0,0.0,0.0,0.0,11.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAMPINES
370039,103.885703,1.327508,389,BT BATOK WEST AVE 5,25.0,2004.0,Y,N,N,N,N,N,BB,108.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT BATOK
320039,103.856059,1.32715,389,TAMPINES ST 32,12.0,1993.0,Y,N,N,N,N,N,TAP,55.0,0.0,0.0,0.0,11.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAMPINES
151039,103.810121,1.288884,389,YISHUN AVE 6,12.0,1987.0,Y,N,N,N,N,N,YS,132.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YISHUN
390039,103.885072,1.307817,39,BEDOK STH RD,15.0,1977.0,Y,N,N,Y,N,N,BD,168.0,0.0,0.0,140.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEDOK
600039,103.742801,1.321305,39,CAMBRIDGE RD,15.0,1997.0,Y,N,N,N,N,N,KWN,70.0,0.0,0.0,0.0,42.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
090039,103.822462,1.2718459999999998,39,CHAI CHEE AVE,10.0,1972.0,Y,Y,N,N,N,N,BD,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,BEDOK
380039,103.874173,1.318773,39,CIRCUIT RD,10.0,1965.0,Y,N,N,N,N,N,GL,118.0,0.0,29.0,87.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GEYLANG
650390,103.752636,1.3653959999999998,39,JLN BAHAGIA,2.0,1959.0,Y,N,N,N,N,N,KWN,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
520390,103.957616,1.356156,39,JLN TIGA,19.0,2003.0,Y,Y,N,N,N,N,GL,70.0,0.0,0.0,0.0,36.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GEYLANG
760390,103.848514,1.429216,39,JLN RUMAH TINGGI,22.0,1995.0,Y,N,N,N,N,N,BM,105.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT MERAH
650391,103.752629,1.365815,39,TEBAN GDNS RD,5.0,1976.0,Y,Y,N,N,N,N,JE,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JURONG EAST
520391,103.95783,1.355537,39,TELOK BLANGAH RISE,25.0,1976.0,Y,N,N,N,N,N,BM,96.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT MERAH
760391,103.849129,1.429311,39,UPP BOON KENG RD,25.0,1975.0,Y,N,N,N,N,N,KWN,96.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
650392,103.75334,1.365887,39A,BENDEMEER RD,27.0,2010.0,Y,N,N,N,N,N,KWN,148.0,0.0,0.0,22.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
520392,103.957557,1.355519,390,BT BATOK WEST AVE 5,25.0,2004.0,Y,N,N,N,N,N,BB,120.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT BATOK
760392,103.849146,1.42877,390,TAMPINES AVE 7,12.0,1993.0,Y,N,N,N,N,N,TAP,66.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAMPINES
650393,103.753097,1.366467,390,YISHUN AVE 6,12.0,1987.0,Y,N,N,N,N,N,YS,110.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YISHUN
520393,103.957028,1.355253,391,BT BATOK WEST AVE 5,25.0,2003.0,Y,N,N,N,N,N,BB,194.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT BATOK
760393,103.848677,1.4285290000000002,391,TAMPINES AVE 7,12.0,1993.0,Y,N,N,N,N,N,TAP,79.0,0.0,0.0,0.0,19.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAMPINES
650394,103.752647,1.366403,391,YISHUN AVE 6,11.0,1987.0,Y,Y,N,N,N,N,YS,60.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,YISHUN
520394,103.956072,1.355201,392,BT BATOK WEST AVE 5,25.0,2003.0,Y,N,N,N,N,N,BB,144.0,0.0,0.0,0.0,96.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT BATOK
760394,103.848284,1.4288809999999998,392,TAMPINES AVE 7,12.0,1993.0,Y,N,N,N,N,N,TAP,79.0,0.0,0.0,0.0,38.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAMPINES
650395,103.752169,1.366319,392,YISHUN AVE 6,11.0,1987.0,Y,N,N,N,N,N,YS,60.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,YISHUN
520395,103.956037,1.355854,393,BT BATOK WEST AVE 5,25.0,2003.0,Y,N,N,N,N,N,BB,146.0,0.0,0.0,0.0,74.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT BATOK
760395,103.847361,1.428855,393,TAMPINES AVE 7,12.0,1993.0,Y,Y,N,N,N,N,TAP,84.0,0.0,0.0,0.0,16.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAMPINES
520396,103.956669,1.3558709999999998,393,YISHUN AVE 6,12.0,1987.0,Y,N,N,N,N,N,YS,110.0,0.0,0.0,66.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YISHUN
760396,103.846935,1.428425,394,BT BATOK WEST AVE 5,25.0,2004.0,Y,N,N,N,N,N,BB,146.0,0.0,0.0,0.0,74.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT BATOK
760397,103.847558,1.427867,394,TAMPINES AVE 7,12.0,1993.0,Y,N,N,N,N,N,TAP,73.0,0.0,0.0,0.0,24.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAMPINES
760398,103.8465,1.427557,394,YISHUN AVE 6,12.0,1987.0,Y,N,N,N,N,N,YS,132.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YISHUN
760399,103.847413,1.427497,395,BT BATOK WEST AVE 5,25.0,2003.0,Y,N,N,N,N,N,BB,194.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT BATOK
331039,103.866532,1.320168,395,TAMPINES AVE 7,12.0,1993.0,Y,N,N,N,N,N,TAP,77.0,0.0,0.0,0.0,44.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAMPINES
140039,103.806589,1.297151,,,,,,,,,,,,,,,,,,,,,,,,,
402003,103.898878,1.317473,395,YISHUN RING RD,12.0,1986.0,Y,N,N,N,N,N,YS,110.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YISHUN
272003,103.796866,1.308528,396,TAMPINES AVE 7,12.0,1993.0,Y,N,N,N,N,N,TAP,66.0,0.0,0.0,0.0,22.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAMPINES
381013,103.870932,1.314733,396,YISHUN AVE 6,4.0,1987.0,Y,N,N,N,N,N,YS,28.0,0.0,0.0,0.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YISHUN
382003,103.872867,1.314259,397,YISHUN AVE 6,12.0,1987.0,Y,N,N,N,N,N,YS,132.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YISHUN
383003,103.87316,1.313768,398,YISHUN RING RD,12.0,1988.0,Y,N,N,Y,N,N,YS,88.0,0.0,0.0,0.0,48.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YISHUN
384003,103.872824,1.313251,399,YISHUN AVE 6,12.0,1987.0,Y,N,N,N,N,N,YS,132.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YISHUN
460004,103.933468,1.322467,4,BEDOK STH AVE 1,14.0,1975.0,Y,N,N,Y,N,N,BD,206.0,0.0,0.0,204.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEDOK
330004,103.859945,1.316086,4,BOON KENG RD,13.0,1995.0,Y,N,N,Y,N,N,KWN,93.0,0.0,0.0,0.0,88.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
500004,103.987452,1.389071,4,CHANGI VILLAGE RD,4.0,1975.0,Y,Y,N,N,N,N,PRC,36.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,PASIR RIS
161004,103.826416,1.291768,4,DELTA AVE,16.0,1985.0,Y,Y,N,Y,N,N,BM,120.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT MERAH
080004,103.839963,1.276873,4,EVERTON PK,12.0,1980.0,Y,Y,N,N,N,N,BM,94.0,0.0,0.0,60.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT MERAH
270004,103.788345,1.313153,4,GHIM MOH RD,15.0,1975.0,Y,N,N,N,N,N,QT,219.0,0.0,0.0,214.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QUEENSTOWN
430004,103.897347,1.312189,4,HAIG RD,13.0,1975.0,Y,Y,N,N,N,N,GL,140.0,0.0,0.0,136.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GEYLANG
271004,103.795972,1.308013,4,HOLLAND CL,22.0,1974.0,Y,N,N,Y,N,N,QT,376.0,0.0,0.0,290.0,84.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QUEENSTOWN
431004,103.884017,1.301879,4,JLN BATU,10.0,1962.0,Y,N,N,N,N,N,KWN,119.0,0.0,0.0,118.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
162004,103.831113,1.287473,4,JLN BT HO SWEE,9.0,1962.0,Y,Y,N,N,N,N,BM,55.0,0.0,0.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,BUKIT MERAH
420004,103.898798,1.315481,4,JOO CHIAT RD,18.0,1985.0,Y,Y,N,N,N,N,GL,108.0,0.0,0.0,93.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,GEYLANG
710004,103.704675,1.421599,,,,,,,,,,,,,,,,,,,,,,,,,
310004,103.855689,1.339043,4,LOR 7 TOA PAYOH,11.0,1969.0,Y,Y,N,N,N,N,TP,110.0,0.0,0.0,109.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOA PAYOH
531004,103.876322,1.3501,4,LOR LEW LIAN,14.0,1977.0,Y,N,N,N,N,N,SGN,129.0,0.0,0.0,128.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SERANGOON
440004,103.917859,1.305136,4,MARINE TER,12.0,1974.0,Y,N,N,Y,N,N,MP,150.0,0.0,0.0,146.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MARINE PARADE
260004,103.808491,1.319318,4,QUEEN'S RD,12.0,1973.0,Y,Y,N,Y,N,N,BT,185.0,0.0,0.0,184.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT TIMAH
181004,103.854622,1.302556,,,,,,,,,,,,,,,,,,,,,,,,,
050004,103.842829,1.281875,4,SAGO LANE,21.0,1973.0,Y,Y,N,Y,N,N,CT,250.0,0.0,0.0,248.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CENTRAL AREA
680004,103.752707,1.38194,4,TECK WHYE AVE,12.0,1983.0,Y,N,N,N,N,N,CCK,110.0,0.0,0.0,66.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHOA CHU KANG
081004,103.842643,1.275887,4,TG PAGAR PLAZA,18.0,1976.0,Y,N,N,Y,N,N,CT,199.0,0.0,0.0,188.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CENTRAL AREA
590004,103.774372,1.3385049999999998,4,TOH YI DR,13.0,1988.0,Y,N,N,Y,N,N,BT,132.0,0.0,0.0,0.0,72.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT TIMAH
360004,103.879266,1.333485,4,UPP ALJUNIED LANE,10.0,1968.0,Y,Y,N,N,N,N,TP,101.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOA PAYOH
460040,103.939641,1.32094,4A,BOON TIONG RD,30.0,2004.0,Y,N,N,N,N,N,BM,116.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT MERAH
160040,103.827338,1.289138,4B,BOON TIONG RD,21.0,2003.0,Y,N,N,Y,N,N,BM,123.0,0.0,0.0,0.0,83.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT MERAH
210040,103.848443,1.315815,4B,ST. GEORGE'S LANE,14.0,1995.0,Y,N,N,N,N,N,KWN,123.0,0.0,0.0,0.0,88.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
461040,103.926466,1.326178,4C,ST. GEORGE'S LANE,16.0,1995.0,Y,Y,N,N,N,N,KWN,90.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
370040,103.886378,1.3276370000000002,40,BEDOK STH RD,15.0,1977.0,Y,Y,N,Y,N,N,BD,167.0,0.0,0.0,138.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEDOK
270040,103.793496,1.307286,40,BEO CRES,10.0,1963.0,Y,Y,N,N,N,N,BM,96.0,0.0,18.0,76.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT MERAH
320040,103.856145,1.3272959999999998,40,CAMBRIDGE RD,10.0,1997.0,Y,Y,N,N,N,N,KWN,81.0,0.0,0.0,0.0,51.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
151040,103.810506,1.288876,40,CHAI CHEE AVE,14.0,1973.0,Y,N,N,N,N,N,BD,128.0,0.0,0.0,126.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEDOK
380040,103.876222,1.317484,40,CIRCUIT RD,10.0,1965.0,Y,N,N,N,N,N,GL,117.0,0.0,30.0,84.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GEYLANG
143040,103.798546,1.297995,40,HOLLAND DR,4.0,1974.0,Y,Y,N,N,N,N,QT,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QUEENSTOWN
600040,103.741873,1.321321,40,JLN BAHAGIA,2.0,1959.0,Y,N,N,N,N,N,KWN,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
090040,103.82347,1.271881,40,JLN RUMAH TINGGI,22.0,1996.0,Y,N,N,N,N,N,BM,105.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT MERAH
750401,103.815509,1.454273,40,SIMS DR,12.0,1989.0,Y,N,N,N,N,N,GL,121.0,0.0,0.0,0.0,70.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GEYLANG
560401,103.855403,1.36099,40,TANGLIN HALT RD,10.0,1962.0,Y,N,N,N,N,N,QT,116.0,0.0,28.0,84.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QUEENSTOWN
460401,103.933788,1.331018,40,TEBAN GDNS RD,14.0,1977.0,Y,N,N,N,N,N,JE,103.0,0.0,0.0,94.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JURONG EAST
680401,103.739866,1.379689,40,TELOK BLANGAH RISE,15.0,1975.0,Y,N,N,N,N,N,BM,168.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT MERAH
120401,103.768015,1.307902,,,,,,,,,,,,,,,,,,,,,,,,,
670401,103.768545,1.380478,401,ADMIRALTY LINK,15.0,1999.0,Y,N,N,N,N,N,SB,98.0,0.0,0.0,0.0,28.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEMBAWANG
530401,103.896957,1.374835,401,ANG MO KIO AVE 10,25.0,1978.0,Y,N,N,N,N,N,AMK,96.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANG MO KIO
640401,103.721641,1.353463,401,BEDOK NTH AVE 3,13.0,1978.0,Y,N,N,Y,N,N,BD,191.0,0.0,0.0,166.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,BEDOK
600401,103.750305,1.320362,401,CHOA CHU KANG AVE 3,14.0,1990.0,Y,N,N,N,N,N,CCK,80.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHOA CHU KANG
550401,103.873391,1.346416,401,FAJAR RD,12.0,1988.0,Y,N,N,N,N,N,BP,84.0,0.0,0.0,0.0,57.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT PANJANG
570401,103.83311,1.362466,401,HOUGANG AVE 10,13.0,1984.0,Y,Y,N,N,N,N,HG,114.0,0.0,0.0,91.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOUGANG
520401,103.945102,1.357032,401,JURONG WEST ST 42,12.0,1983.0,Y,Y,N,N,N,N,JW,88.0,0.0,0.0,0.0,12.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JURONG WEST
730401,103.772775,1.4305709999999998,401,PANDAN GDNS,25.0,1979.0,Y,N,N,N,N,N,JE,96.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JURONG EAST
760401,103.847021,1.427041,401,SERANGOON AVE 1,13.0,1988.0,Y,N,N,N,N,N,SGN,120.0,0.0,0.0,0.0,96.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SERANGOON
750402,103.815521,1.453825,401,SIN MING AVE,4.0,1985.0,Y,N,N,N,N,N,BH,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,BISHAN
560402,103.855318,1.3614190000000002,401,TAMPINES ST 41,12.0,1985.0,Y,Y,N,N,N,N,TAP,114.0,0.0,0.0,0.0,74.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAMPINES
460402,103.933823,1.33058,401,WOODLANDS ST 41,9.0,1994.0,Y,Y,N,N,N,N,WL,64.0,0.0,0.0,0.0,48.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WOODLANDS
650402,103.744236,1.364674,401,YISHUN AVE 6,4.0,1987.0,Y,N,N,N,N,N,YS,28.0,0.0,0.0,0.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YISHUN
680402,103.739315,1.379176,402,ADMIRALTY LINK,15.0,1999.0,Y,N,N,N,N,N,SB,98.0,0.0,0.0,0.0,28.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEMBAWANG
120402,103.767873,1.308002,,,,,,,,,,,,,,,,,,,,,,,,,
670402,103.768118,1.380487,402,ANG MO KIO AVE 10,25.0,1978.0,Y,N,N,N,N,N,AMK,96.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANG MO KIO
530402,103.896859,1.374415,402,BEDOK NTH AVE 3,13.0,1978.0,Y,Y,N,N,N,N,BD,191.0,0.0,0.0,166.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,BEDOK
640402,103.722408,1.353421,402,BT BATOK WEST AVE 7,17.0,1992.0,Y,N,N,N,N,N,BB,64.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT BATOK
600402,103.749809,1.320665,402,CHOA CHU KANG AVE 3,11.0,1990.0,Y,N,N,N,N,N,CCK,85.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHOA CHU KANG
550402,103.87279,1.346717,402,FAJAR RD,13.0,1988.0,Y,N,N,Y,N,N,BP,116.0,0.0,0.0,0.0,86.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT PANJANG
570402,103.832759,1.362775,402,HOUGANG AVE 10,13.0,1984.0,Y,N,N,N,N,N,HG,96.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOUGANG
520402,103.9455,1.357413,402,JURONG WEST ST 42,12.0,1983.0,Y,N,N,Y,N,N,JW,88.0,0.0,0.0,0.0,12.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JURONG WEST
730402,103.772446,1.43105,402,PANDAN GDNS,12.0,1978.0,Y,N,N,N,N,N,JE,110.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JURONG EAST
760402,103.847183,1.426543,402,SERANGOON AVE 1,13.0,1988.0,Y,N,N,Y,N,N,SGN,84.0,0.0,0.0,0.0,60.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SERANGOON
750403,103.81603,1.453932,402,SIN MING AVE,25.0,1985.0,Y,N,N,N,N,N,BH,96.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BISHAN
560403,103.854472,1.361282,402,TAMPINES ST 41,4.0,1984.0,Y,N,N,N,N,N,TAP,32.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAMPINES
460403,103.934011,1.329849,402,WOODLANDS ST 41,12.0,1985.0,Y,N,N,N,N,N,WL,62.0,0.0,0.0,6.0,4.0,10.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,WOODLANDS
650403,103.744665,1.365194,402,YISHUN RING RD,12.0,1987.0,Y,N,N,N,N,N,YS,110.0,0.0,0.0,66.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YISHUN
680403,103.738928,1.379432,403,ADMIRALTY LINK,15.0,1999.0,Y,N,N,N,N,N,SB,84.0,0.0,0.0,0.0,28.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEMBAWANG
120403,103.76784,1.308111,,,,,,,,,,,,,,,,,,,,,,,,,
670403,103.768203,1.381114,403,ANG MO KIO AVE 10,12.0,1978.0,Y,N,N,Y,N,N,AMK,131.0,0.0,0.0,108.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ANG MO KIO
530403,103.896517,1.374733,403,BEDOK NTH AVE 3,11.0,1979.0,Y,Y,N,N,N,N,BD,120.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEDOK
640403,103.72173,1.3538629999999998,403,BT BATOK WEST AVE 7,14.0,1992.0,Y,N,N,N,N,N,BB,52.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT BATOK
600403,103.749667,1.320253,403,CHOA CHU KANG AVE 3,4.0,1991.0,Y,N,N,N,N,N,CCK,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHOA CHU KANG
550403,103.872504,1.346483,403,FAJAR RD,12.0,1988.0,Y,N,N,Y,N,N,BP,132.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT PANJANG
570403,103.8334,1.362938,403,HOUGANG AVE 10,4.0,1984.0,Y,N,N,N,N,N,HG,40.0,0.0,0.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOUGANG
520403,103.944825,1.357506,403,JURONG WEST ST 42,12.0,1983.0,Y,N,N,Y,N,N,JW,110.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JURONG WEST
730403,103.772404,1.43068,403,PANDAN GDNS,15.0,1978.0,Y,N,N,N,N,N,JE,112.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JURONG EAST
760403,103.848643,1.426939,403,SERANGOON AVE 1,11.0,1988.0,Y,N,N,N,N,N,SGN,80.0,0.0,0.0,0.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SERANGOON
791403,103.873175,1.389081,403,SIN MING AVE,13.0,1985.0,Y,Y,N,N,N,N,BH,136.0,0.0,0.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BISHAN
792403,103.873033,1.388934,403,TAMPINES ST 41,12.0,1984.0,Y,N,N,N,N,N,TAP,112.0,0.0,0.0,92.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAMPINES
793403,103.872916,1.388552,403,WOODLANDS ST 41,12.0,1985.0,Y,N,N,N,N,N,WL,62.0,0.0,0.0,6.0,4.0,10.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,WOODLANDS
794403,103.873192,1.388442,403,YISHUN AVE 6,12.0,1987.0,Y,N,N,N,N,N,YS,110.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YISHUN
750404,103.816672,1.453909,403A,FERNVALE LANE,22.0,2003.0,Y,Y,N,N,N,N,SK,85.0,0.0,0.0,0.0,43.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SENGKANG
