pc,x,y,block,street_name,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1 ROOM,2 ROOM,3 ROOM,4 ROOM,5 ROOM,EXECUTIVE,MULTI GENERATION,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,town
190001,103.864241,1.3037530000000002,1,BEACH RD,16.0,1970.0,Y,Y,N,N,N,N,KWN,142.0,0.0,1.0,138.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
460001,103.933776,1.320869,1,BEDOK STH AVE 1,14.0,1975.0,Y,N,N,Y,N,N,BD,206.0,0.0,0.0,204.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEDOK
461001,103.9223,1.328047,1,CHAI CHEE RD,15.0,1982.0,Y,N,N,N,N,N,BD,102.0,0.0,0.0,0.0,10.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEDOK
500001,103.987668,1.388374,1,CHANGI VILLAGE RD,4.0,1975.0,Y,Y,N,N,N,N,PRC,55.0,0.0,0.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PASIR RIS
160001,103.82855,1.292093,1,DELTA AVE,25.0,1982.0,Y,N,N,N,N,N,BM,96.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT MERAH
130001,103.783134,1.30253,1,DOVER RD,12.0,1975.0,Y,N,N,Y,N,N,QT,125.0,0.0,0.0,118.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QUEENSTOWN
450001,103.923155,1.311786,,,,,,,,,,,,,,,,,,,,,,,,,
081001,103.84014,1.2774219999999998,1,EVERTON PK,12.0,1980.0,Y,Y,N,N,N,N,BM,95.0,0.0,0.0,62.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT MERAH
270001,103.786701,1.312786,1,GHIM MOH RD,15.0,1975.0,Y,N,N,Y,N,N,QT,220.0,0.0,0.0,216.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QUEENSTOWN
430001,103.897851,1.311358,1,HAIG RD,15.0,1976.0,Y,N,N,Y,N,N,GL,219.0,0.0,0.0,214.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GEYLANG
530001,103.89291,1.364092,1,HOUGANG AVE 3,14.0,1974.0,Y,N,N,Y,N,N,HG,204.0,0.0,0.0,200.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOUGANG
150001,103.808036,1.286551,1,JLN BT MERAH,14.0,1974.0,Y,Y,N,N,N,N,BM,244.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,BUKIT MERAH
409141,,,,,,,,,,,,,,,,,,,,,,,,,,,
431001,103.883744,1.303557,1,KG KAYU RD,10.0,1963.0,Y,N,N,N,N,N,KWN,107.0,0.0,0.0,106.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
310001,103.85339,1.339532,1,LOR 7 TOA PAYOH,11.0,1968.0,Y,N,N,N,N,N,TP,197.0,0.0,0.0,196.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOA PAYOH
531001,103.875532,1.351017,1,LOR LEW LIAN,14.0,1977.0,Y,N,N,Y,N,N,SGN,179.0,0.0,0.0,174.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,SERANGOON
440001,103.918661,1.304812,1,MARINE TER,25.0,1974.0,Y,Y,N,N,N,N,MP,96.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MARINE PARADE
730001,103.775583,1.440641,1,MARSILING DR,11.0,1973.0,Y,N,N,Y,N,N,WL,159.0,0.0,0.0,158.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WOODLANDS
390001,103.883159,1.308,1,PINE CL,19.0,1998.0,Y,N,N,N,N,N,GL,156.0,0.0,0.0,0.0,100.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GEYLANG
260001,103.806758,1.317222,1,QUEEN'S RD,23.0,1974.0,Y,N,N,N,N,N,BT,88.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT TIMAH
151001,103.817735,1.2843209999999998,,,,,,,,,,,,,,,,,,,,,,,,,
180001,103.854444,1.3028110000000002,,,,,,,,,,,,,,,,,,,,,,,,,
798042,103.870426,1.394236,,,,,,,,,,,,,,,,,,,,,,,,,
320001,103.861741,1.32333,1,ST. GEORGE'S RD,12.0,1975.0,Y,N,N,Y,N,N,KWN,154.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
680001,103.751873,1.382539,1,TECK WHYE AVE,13.0,1983.0,Y,N,N,N,N,N,CCK,118.0,0.0,0.0,68.0,48.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,CHOA CHU KANG
090001,103.817738,1.279492,1,TELOK BLANGAH CRES,16.0,1973.0,Y,Y,N,N,N,N,BM,148.0,0.0,0.0,146.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT MERAH
082001,103.842985,1.275482,1,TG PAGAR PLAZA,24.0,1976.0,Y,Y,N,Y,N,N,CT,163.0,0.0,0.0,158.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CENTRAL AREA
162001,103.83294,1.28615,,,,,,,,,,,,,,,,,,,,,,,,,
591501,103.774662,1.339551,1,TOH YI DR,13.0,1987.0,Y,N,N,Y,N,N,BT,132.0,0.0,0.0,0.0,72.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT TIMAH
360001,103.878677,1.3343200000000002,,,,,,,,,,,,,,,,,,,,,,,,,
467010,103.924606,1.32751,1A,CANTONMENT RD,50.0,2009.0,Y,N,N,Y,N,N,CT,264.0,0.0,0.0,0.0,176.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CENTRAL AREA
400010,103.902543,1.32223,1B,CANTONMENT RD,50.0,2009.0,Y,N,N,N,N,N,CT,264.0,0.0,0.0,0.0,176.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CENTRAL AREA
270010,,,,,,,,,,,,,,,,,,,,,,,,,,,
210010,103.852129,1.314035,1C,CANTONMENT RD,50.0,2009.0,Y,N,N,N,N,N,CT,264.0,0.0,0.0,0.0,176.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CENTRAL AREA
430010,103.895763,1.314786,1D,CANTONMENT RD,50.0,2009.0,Y,N,N,Y,N,N,CT,264.0,0.0,0.0,0.0,176.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CENTRAL AREA
271010,103.794206,1.308142,1E,CANTONMENT RD,50.0,2009.0,Y,N,N,Y,N,N,CT,264.0,0.0,0.0,0.0,176.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CENTRAL AREA
669130,103.76284,1.360308,1F,CANTONMENT RD,50.0,2009.0,Y,N,N,Y,N,N,CT,264.0,0.0,0.0,0.0,176.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CENTRAL AREA
161010,103.832573,1.287456,1G,CANTONMENT RD,50.0,2009.0,Y,N,N,Y,N,N,CT,264.0,0.0,0.0,0.0,176.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CENTRAL AREA
162010,103.839226,1.287077,10,CHAI CHEE RD,15.0,1999.0,Y,Y,N,N,N,N,BD,84.0,0.0,0.0,0.0,56.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEDOK
150010,103.808389,1.288333,10,DAKOTA CRES,7.0,1958.0,Y,N,N,Y,N,N,GL,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,GEYLANG
360010,103.880202,1.33468,10,EUNOS CRES,16.0,1977.0,Y,N,N,Y,N,N,GL,180.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GEYLANG
310010,103.857284,1.337256,10,GLOUCESTER RD,14.0,1976.0,Y,N,N,Y,N,N,KWN,207.0,0.0,0.0,180.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
730010,103.77736,1.440816,10,HAIG RD,13.0,1976.0,Y,Y,N,N,N,N,GL,133.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GEYLANG
391010,103.882377,1.309129,10,JLN BATU,12.0,1966.0,Y,N,N,Y,N,N,KWN,132.0,0.0,0.0,0.0,8.0,97.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
151010,103.816141,1.285029,,,,,,,,,,,,,,,,,,,,,,,,,
180010,103.850501,1.303678,10,JLN KUKOH,12.0,1970.0,Y,Y,N,Y,N,N,CT,92.0,0.0,72.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CENTRAL AREA
320010,103.863358,1.3237370000000002,10,JLN RUMAH TINGGI,4.0,1986.0,Y,N,N,N,N,N,BM,28.0,0.0,0.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT MERAH
600010,103.742783,1.322059,,,,,,,,,,,,,,,,,,,,,,,,,
680010,103.75537,1.380308,10,JLN BT HO SWEE,10.0,1962.0,Y,N,N,N,N,N,BM,120.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,BUKIT MERAH
090010,103.819736,1.27786,10,JOO SENG RD,20.0,1982.0,Y,N,N,N,N,N,TP,76.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOA PAYOH
590010,103.773305,1.337858,10,LOR 7 TOA PAYOH,25.0,1997.0,Y,N,N,N,N,N,TP,96.0,0.0,0.0,0.0,68.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOA PAYOH
380010,,,,,,,,,,,,,,,,,,,,,,,,,,,
610010,103.722744,1.329646,,,,,,,,,,,,,,,,,,,,,,,,,
460100,103.938927,1.334337,10,NTH BRIDGE RD,16.0,1973.0,Y,Y,N,N,N,N,KWN,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,KALLANG/WHAMPOA
140100,103.801161,1.307816,10,PINE CL,13.0,1981.0,Y,N,N,N,N,N,GL,120.0,0.0,0.0,72.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GEYLANG
310100,103.848574,1.339572,10,SELEGIE RD,10.0,1963.0,Y,Y,N,N,N,N,CT,48.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CENTRAL AREA
320100,103.854338,1.320805,10,ST. GEORGE'S RD,4.0,1984.0,Y,N,N,N,N,N,KWN,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
320101,103.844585,1.327441,10,TECK WHYE AVE,12.0,1977.0,Y,N,N,Y,N,N,CCK,153.0,0.0,0.0,130.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CHOA CHU KANG
380101,103.883172,1.320899,10,TELOK BLANGAH CRES,10.0,1974.0,Y,Y,N,N,N,N,BM,66.0,0.0,0.0,65.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT MERAH
560101,103.839377,1.370281,10,TOH YI DR,7.0,1988.0,Y,N,N,N,N,N,BT,36.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT TIMAH
460101,103.937715,1.33444,10A,BENDEMEER RD,40.0,2016.0,Y,N,N,N,N,N,KWN,220.0,0.0,0.0,71.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
470101,103.909942,1.328584,10A,BOON TIONG RD,40.0,2014.0,Y,N,N,Y,N,N,BM,228.0,0.0,0.0,76.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT MERAH
570101,103.848384,1.344926,10B,BENDEMEER RD,40.0,2016.0,Y,N,N,N,N,N,KWN,184.0,0.0,0.0,70.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
650101,103.746949,1.346892,10B,BEDOK STH AVE 2,20.0,1994.0,Y,N,N,N,N,N,BD,56.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,BEDOK
090101,103.825624,1.271545,10B,BOON TIONG RD,30.0,2014.0,Y,N,N,Y,N,N,BM,160.0,0.0,12.0,28.0,84.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,BUKIT MERAH
140101,103.80076,1.308142,10B,LOR 7 TOA PAYOH,25.0,1997.0,Y,N,N,N,N,N,TP,96.0,0.0,0.0,0.0,68.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOA PAYOH
120101,103.768856,1.3221969999999998,10C,BENDEMEER RD,40.0,2016.0,Y,N,N,N,N,N,KWN,220.0,0.0,0.0,71.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
670101,103.767495,1.379311,10C,BEDOK STH AVE 2,2.0,1994.0,Y,N,N,Y,N,N,BD,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,BEDOK
150101,103.821806,1.290643,10D,BEDOK STH AVE 2,23.0,1994.0,Y,N,N,N,N,N,BD,84.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,BEDOK
530101,103.891309,1.355258,10E,BEDOK STH AVE 2,21.0,1992.0,Y,N,N,N,N,N,BD,81.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,BEDOK
321101,103.851038,1.328738,10F,BEDOK STH AVE 2,24.0,1992.0,Y,N,N,N,N,N,BD,67.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,BEDOK
600101,103.738772,1.336971,100,ALJUNIED CRES,12.0,1977.0,Y,N,N,Y,N,N,GL,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,GEYLANG
410101,103.910892,1.325224,100,BEDOK NTH AVE 4,14.0,1978.0,Y,N,N,N,N,N,BD,206.0,0.0,0.0,178.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,BEDOK
510101,103.957953,1.367104,100,C'WEALTH CRES,10.0,1964.0,Y,N,N,N,N,N,QT,75.0,0.0,9.0,61.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QUEENSTOWN
350101,103.868646,1.332926,100,LOR 1 TOA PAYOH,16.0,1968.0,Y,N,N,N,N,N,TP,192.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOA PAYOH
540101,103.899182,1.382922,100,WHAMPOA DR,25.0,1973.0,Y,N,N,N,N,N,KWN,96.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
550101,103.870187,1.371094,101,AH HOOD RD,25.0,1981.0,Y,N,N,N,N,N,KWN,96.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
520101,103.951339,1.34077,101,ALJUNIED CRES,12.0,1977.0,Y,Y,N,N,N,N,GL,152.0,0.0,0.0,126.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,GEYLANG
521101,103.945128,1.347393,101,BEDOK RESERVOIR RD,12.0,1985.0,Y,N,N,N,N,N,BD,110.0,0.0,0.0,0.0,16.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEDOK
680101,103.754301,1.3778709999999998,101,BEDOK NTH AVE 4,13.0,1977.0,Y,N,N,Y,N,N,BD,168.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,BEDOK
322101,103.861151,1.319499,101,BISHAN ST 12,25.0,1986.0,Y,N,N,N,N,N,BH,92.0,0.0,0.0,0.0,0.0,84.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,BISHAN
323101,103.853803,1.3204209999999998,101,BT PURMEI RD,11.0,1982.0,Y,N,N,N,N,N,BM,140.0,0.0,0.0,89.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,BUKIT MERAH
730101,103.782091,1.436099,101,BT BATOK WEST AVE 6,13.0,1984.0,Y,N,N,N,N,N,BB,96.0,0.0,0.0,2.0,46.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT BATOK
760101,103.827378,1.43054,101,C'WEALTH CRES,10.0,1964.0,Y,N,N,N,N,N,QT,76.0,0.0,10.0,62.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QUEENSTOWN
310101,103.847259,1.339684,101,GANGSA RD,13.0,1986.0,Y,N,N,N,N,N,BP,60.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT PANJANG
821101,103.905875,1.3980549999999998,101,HENDERSON CRES,12.0,1967.0,Y,N,N,N,N,N,BM,96.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT MERAH
311101,103.847643,1.339593,101,JLN RAJAH,17.0,1980.0,Y,N,N,Y,N,N,KWN,128.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
822101,103.906475,1.397851,101,JURONG EAST ST 13,16.0,1982.0,Y,N,N,Y,N,N,JE,238.0,0.0,0.0,196.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JURONG EAST
823101,103.906596,1.398308,101,LENGKONG TIGA,4.0,1988.0,Y,N,N,N,N,N,BD,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,BEDOK
824101,103.906215,1.398425,101,PASIR RIS ST 12,13.0,1988.0,Y,N,N,N,N,N,PRC,96.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,PASIR RIS
380102,103.882435,1.320492,101,POTONG PASIR AVE 1,16.0,1984.0,Y,N,N,N,N,N,TP,120.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOA PAYOH
560102,103.839306,1.370608,101,RIVERVALE WALK,17.0,1998.0,Y,N,N,Y,N,N,SK,131.0,0.0,0.0,0.0,56.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SENGKANG
460102,103.937664,1.333958,101,SERANGOON NTH AVE 1,13.0,1984.0,Y,N,N,N,N,N,SGN,144.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SERANGOON
470102,103.909153,1.328558,101,SIMEI ST 1,11.0,1988.0,Y,N,N,Y,N,N,TAP,140.0,0.0,0.0,0.0,88.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAMPINES
570102,103.847948,1.345192,101,SPOTTISWOODE PK RD,20.0,1973.0,Y,N,N,N,N,N,BM,76.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT MERAH
650102,103.747486,1.347611,101,TAMPINES ST 11,11.0,1981.0,Y,N,N,Y,N,N,TAP,120.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAMPINES
090102,103.826726,1.271782,101,TECK WHYE LANE,13.0,1988.0,Y,N,N,N,N,N,CCK,66.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,CHOA CHU KANG
140102,103.800726,1.307798,101,TOWNER RD,4.0,1982.0,Y,Y,N,N,N,N,KWN,44.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
120102,103.769232,1.322382,101,WHAMPOA DR,25.0,1973.0,Y,Y,N,N,N,N,KWN,96.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
670102,103.767999,1.379163,101,WOODLANDS ST 13,10.0,1984.0,Y,N,N,Y,N,N,WL,146.0,0.0,0.0,89.0,55.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WOODLANDS
150102,103.821465,1.290376,101,YISHUN AVE 5,4.0,1977.0,Y,Y,N,N,N,N,YS,107.0,0.0,0.0,94.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YISHUN
530102,103.890866,1.354929,101A,CANBERRA ST,15.0,2019.0,Y,N,N,N,N,N,SB,164.0,0.0,0.0,0.0,84.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEMBAWANG
320102,103.844287,1.327918,101A,LOR 2 TOA PAYOH,17.0,1992.0,Y,N,N,N,N,N,TP,64.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,TOA PAYOH
321102,103.851687,1.328257,101A,PUNGGOL FIELD,16.0,2001.0,Y,N,N,N,N,N,PG,82.0,0.0,0.0,0.0,26.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUNGGOL
600102,103.738068,1.336047,101B,CANBERRA ST,16.0,2019.0,Y,N,N,N,N,N,SB,240.0,0.0,150.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEMBAWANG
410102,103.910524,1.325602,101B,LOR 2 TOA PAYOH,13.0,1992.0,Y,N,N,N,N,N,TP,48.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,TOA PAYOH
510102,103.957939,1.367532,101B,PUNGGOL FIELD,17.0,2001.0,Y,N,N,Y,N,N,PG,92.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUNGGOL
350102,103.868868,1.333692,101C,PUNGGOL FIELD,17.0,2001.0,Y,Y,N,Y,N,N,PG,86.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUNGGOL
540102,103.900984,1.381772,101D,PUNGGOL FIELD,17.0,2001.0,Y,N,N,N,N,N,PG,85.0,0.0,0.0,0.0,28.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUNGGOL
550102,103.871314,1.370812,102,ALJUNIED CRES,12.0,1977.0,Y,N,N,Y,N,N,GL,150.0,0.0,0.0,124.0,22.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,GEYLANG
520102,103.950983,1.341034,102,ANG MO KIO AVE 3,12.0,1977.0,Y,N,N,Y,N,N,AMK,88.0,0.0,0.0,0.0,66.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANG MO KIO
521102,103.945586,1.346731,102,BEDOK RESERVOIR RD,4.0,1985.0,Y,N,N,N,N,N,BD,24.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEDOK
680102,103.754383,1.37707,102,BISHAN ST 12,25.0,1986.0,Y,N,N,N,N,N,BH,92.0,0.0,0.0,0.0,0.0,84.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,BISHAN
322102,103.862116,1.320688,102,BT BATOK WEST AVE 6,13.0,1984.0,Y,N,N,N,N,N,BB,96.0,0.0,0.0,2.0,46.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT BATOK
730102,103.781089,1.436161,102,BT PURMEI RD,10.0,1983.0,Y,N,N,Y,N,N,BM,147.0,0.0,0.0,93.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT MERAH
821102,103.905877,1.398867,102,HENDERSON CRES,14.0,1967.0,Y,N,N,N,N,N,BM,140.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT MERAH
822102,103.905466,1.399163,102,JLN DUSUN,25.0,1981.0,Y,N,N,N,N,N,KWN,96.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KALLANG/WHAMPOA
823102,103.904904,1.398803,102,JURONG EAST ST 13,12.0,1981.0,Y,N,N,N,N,N,JE,196.0,0.0,0.0,172.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JURONG EAST
824102,103.905365,1.398596,102,LENGKONG TIGA,14.0,1988.0,Y,N,N,N,N,N,BD,73.0,0.0,0.0,0.0,22.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEDOK
320103,103.844931,1.328027,102,PASIR RIS ST 12,13.0,1988.0,Y,N,N,N,N,N,PRC,96.0,0.0,0.0,0.0,54.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PASIR RIS
560103,103.839142,1.371011,102,RIVERVALE WALK,17.0,1998.0,Y,N,N,Y,N,N,SK,129.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,SENGKANG
460103,103.937664,1.3335290000000002,102,SERANGOON NTH AVE 1,4.0,1984.0,Y,N,N,N,N,N,SGN,24.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SERANGOON
470103,103.90955,1.3287639999999998,102,SIMEI ST 1,11.0,1988.0,Y,N,N,Y,N,N,TAP,100.0,0.0,0.0,0.0,64.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAMPINES
570103,103.848296,1.345532,102,SPOTTISWOODE PK RD,20.0,1973.0,Y,Y,N,N,N,N,BM,76.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUKIT MERAH
651103,103.748391,1.348387,102,TAMPINES ST 11,11.0,1982.0,Y,N,N,N,N,N,TAP,140.0,0.0,0.0,90.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAMPINES
090103,103.825572,1.272071,102,TECK WHYE LANE,9.0,1988.0,Y,N,N,N,N,N,CCK,64.0,0.0,0.0,0.0,36.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHOA CHU KANG
120103,103.768839,1.322674,102,WOODLANDS ST 13,12.0,1984.0,Y,N,N,Y,N,N,WL,110.0,0.0,0.0,65.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WOODLANDS
101103,103.813317,1.280802,,,,,,,,,,,,,,,,,,,,,,,,,
670103,103.768563,1.37876,102A,BIDADARI PK DR,16.0,2020.0,Y,N,N,N,N,Y,TP,205.0,0.0,66.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOA PAYOH
150103,103.821454,1.289733,102A,CANBERRA ST,17.0,2019.0,Y,N,N,N,N,N,SB,190.0,0.0,0.0,0.0,94.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEMBAWANG
