	addr	pc
7262	"('642A', 'PUNGGOL DR', 'PUNGGOL')"	821642
7263	"('642B', 'PUNGGOL DR', 'PUNGGOL')"	822642
7264	"('642C', 'PUNGGOL DR', 'PUNGGOL')"	823642
7265	"('642D', 'PUNGGOL DR', 'PUNGGOL')"	824642
7266	"('643', 'ANG MO KIO AVE 5', 'ANG MO KIO')"	560643
7267	"('643', 'BEDOK RESERVOIR RD', 'BEDOK')"	410643
7268	"('643', 'CHOA CHU KANG ST 64', 'CHOA CHU KANG')"	680643
7269	"('643', 'HOUGANG AVE 8', 'HOUGANG')"	530643
7270	"('643', 'JURONG WEST ST 61', 'JURONG WEST')"	640643
7271	"('643', 'PASIR RIS DR 10', 'PASIR RIS')"	510643
7272	"('643', 'PUNGGOL CTRL', 'PUNGGOL')"	820643
7273	"('643', 'WOODLANDS RING RD', 'WOODLANDS')"	730643
7274	"('643', 'YISHUN ST 61', 'YISHUN')"	760643
7275	"('644', 'ANG MO KIO AVE 4', 'ANG MO KIO')"	560644
7276	"('644', 'BEDOK RESERVOIR RD', 'BEDOK')"	410644
7277	"('644', 'HOUGANG AVE 8', 'HOUGANG')"	530644
7278	"('644', 'JURONG WEST ST 61', 'JURONG WEST')"	640644
7279	"('644', 'PASIR RIS DR 10', 'PASIR RIS')"	510644
7280	"('644', 'WOODLANDS RING RD', 'WOODLANDS')"	730644
7281	"('644', 'YISHUN ST 61', 'YISHUN')"	760644
7282	"('645', 'HOUGANG AVE 8', 'HOUGANG')"	530645
7283	"('645', 'JLN TENAGA', 'BEDOK')"	410645
7284	"('645', 'JURONG WEST ST 61', 'JURONG WEST')"	640645
7285	"('645', 'PASIR RIS DR 10', 'PASIR RIS')"	510645
7286	"('645', 'PUNGGOL CTRL', 'PUNGGOL')"	820645
7287	"('645', 'WOODLANDS RING RD', 'WOODLANDS')"	730645
7288	"('645', 'YISHUN ST 61', 'YISHUN')"	760645
7289	"('645A', 'YISHUN ST 61', 'YISHUN')"	761645
7290	"('646', 'ANG MO KIO AVE 6', 'ANG MO KIO')"	560646
7291	"('646', 'HOUGANG AVE 8', 'HOUGANG')"	530646
7292	"('646', 'JLN TENAGA', 'BEDOK')"	410646
7293	"('646', 'JURONG WEST ST 61', 'JURONG WEST')"	640646
7294	"('646', 'PASIR RIS DR 10', 'PASIR RIS')"	510646
7295	"('646', 'PUNGGOL CTRL', 'PUNGGOL')"	820646
7296	"('646', 'WOODLANDS RING RD', 'WOODLANDS')"	730646
7297	"('646', 'YISHUN ST 61', 'YISHUN')"	760646
7298	"('647', 'HOUGANG AVE 8', 'HOUGANG')"	530647
7299	"('647', 'JLN TENAGA', 'BEDOK')"	410647
7300	"('647', 'JURONG WEST ST 61', 'JURONG WEST')"	640647
7301	"('647', 'PASIR RIS DR 10', 'PASIR RIS')"	510647
7302	"('647', 'PUNGGOL CTRL', 'PUNGGOL')"	820647
7303	"('647', 'WOODLANDS RING RD', 'WOODLANDS')"	730647
7304	"('647', 'YISHUN ST 61', 'YISHUN')"	760647
7305	"('648', 'ANG MO KIO AVE 5', 'ANG MO KIO')"	560648
7306	"('648', 'HOUGANG AVE 8', 'HOUGANG')"	530648
7307	"('648', 'JLN TENAGA', 'BEDOK')"	410648
7308	"('648', 'PASIR RIS DR 10', 'PASIR RIS')"	510648
7309	"('648', 'PUNGGOL CTRL', 'PUNGGOL')"	820648
7310	"('648', 'WOODLANDS RING RD', 'WOODLANDS')"	730648
7311	"('648A', 'JURONG WEST ST 61', 'JURONG WEST')"	641648
7312	"('648B', 'JURONG WEST ST 61', 'JURONG WEST')"	642648
7313	"('648C', 'JURONG WEST ST 61', 'JURONG WEST')"	643648
7314	"('648D', 'JURONG WEST ST 61', 'JURONG WEST')"	644648
7315	"('649', 'ANG MO KIO AVE 5', 'ANG MO KIO')"	560649
7316	"('649', 'HOUGANG AVE 8', 'HOUGANG')"	530649
7317	"('649', 'JLN TENAGA', 'BEDOK')"	410649
7318	"('649', 'PASIR RIS DR 10', 'PASIR RIS')"	510649
7319	"('649', 'PUNGGOL CTRL', 'PUNGGOL')"	820649
7320	"('649', 'WOODLANDS RING RD', 'WOODLANDS')"	730649
7321	"('649A', 'JURONG WEST ST 61', 'JURONG WEST')"	641649
7322	"('649B', 'JURONG WEST ST 61', 'JURONG WEST')"	642649
7323	"('65', ""C'WEALTH DR"", 'QUEENSTOWN')"	140065
7324	"('65', 'CIRCUIT RD', 'GEYLANG')"	370065
7325	"('65', ""JLN MA'MOR"", 'KALLANG/WHAMPOA')"	320065
7326	"('65', 'KALLANG BAHRU', 'KALLANG/WHAMPOA')"	330065
7327	"('65', 'MARINE DR', 'MARINE PARADE')"	440065
7328	"('65', 'NEW UPP CHANGI RD', 'BEDOK')"	460065
7329	"('65', 'TEBAN GDNS RD', 'JURONG EAST')"	600065
7330	"('65', 'TELOK BLANGAH DR', 'BUKIT MERAH')"	100065
7331	"('650', 'ANG MO KIO ST 61', 'ANG MO KIO')"	560650
7332	"('650', 'HOUGANG AVE 8', 'HOUGANG')"	530650
7333	"('650', 'JLN TENAGA', 'BEDOK')"	410650
7334	"('650', 'PASIR RIS DR 10', 'PASIR RIS')"	510650
7335	"('650', 'SENJA LINK', 'BUKIT PANJANG')"	670650
7336	"('650', 'WOODLANDS RING RD', 'WOODLANDS')"	730650
7337	"('650', 'YISHUN AVE 4', 'YISHUN')"	760650
7338	"('650A', 'JURONG WEST ST 61', 'JURONG WEST')"	641650
7339	"('650B', 'JURONG WEST ST 61', 'JURONG WEST')"	642650
7340	"('650C', 'JURONG WEST ST 61', 'JURONG WEST')"	643650
7341	"('651', 'HOUGANG AVE 8', 'HOUGANG')"	530651
7342	"('651', 'JLN TENAGA', 'BEDOK')"	410651
7343	"('651', 'PASIR RIS DR 10', 'PASIR RIS')"	510651
7344	"('651', 'PUNGGOL CTRL', 'PUNGGOL')"	820651
7345	"('651', 'SENJA LINK', 'BUKIT PANJANG')"	670651
7346	"('651', 'WOODLANDS RING RD', 'WOODLANDS')"	730651
7347	"('651', 'YISHUN AVE 4', 'YISHUN')"	760651
7348	"('651A', 'JURONG WEST ST 61', 'JURONG WEST')"	641651
7349	"('651B', 'JURONG WEST ST 61', 'JURONG WEST')"	642651
7350	"('652', 'HOUGANG AVE 8', 'HOUGANG')"	530652
7351	"('652', 'JLN TENAGA', 'BEDOK')"	410652
7352	"('652', 'PUNGGOL CTRL', 'PUNGGOL')"	820652
7353	"('652', 'SENJA LINK', 'BUKIT PANJANG')"	670652
7354	"('652', 'WOODLANDS RING RD', 'WOODLANDS')"	730652
7355	"('652', 'YISHUN AVE 4', 'YISHUN')"	760652
7356	"('652A', 'JURONG WEST ST 61', 'JURONG WEST')"	641652
7357	"('652B', 'JURONG WEST ST 61', 'JURONG WEST')"	642652
7358	"('652C', 'JURONG WEST ST 61', 'JURONG WEST')"	643652
7359	"('653', 'HOUGANG AVE 8', 'HOUGANG')"	530653
7360	"('653', 'JLN TENAGA', 'BEDOK')"	410653
7361	"('653', 'SENJA LINK', 'BUKIT PANJANG')"	670653
7362	"('653', 'WOODLANDS RING RD', 'WOODLANDS')"	730653
7363	"('653', 'YISHUN AVE 4', 'YISHUN')"	760653
7364	"('653A', 'JURONG WEST ST 61', 'JURONG WEST')"	641653
7365	"('653B', 'JURONG WEST ST 61', 'JURONG WEST')"	642653
7366	"('653C', 'JURONG WEST ST 61', 'JURONG WEST')"	643653
7367	"('654', 'HOUGANG AVE 8', 'HOUGANG')"	530654
7368	"('654', 'JLN TENAGA', 'BEDOK')"	410654
7369	"('654', 'SENJA RD', 'BUKIT PANJANG')"	670654
7370	"('654', 'WOODLANDS RING RD', 'WOODLANDS')"	730654
7371	"('654', 'YISHUN AVE 4', 'YISHUN')"	760654
7372	"('654A', 'JURONG WEST ST 61', 'JURONG WEST')"	641654
7373	"('654B', 'JURONG WEST ST 61', 'JURONG WEST')"	642654
7374	"('654C', 'JURONG WEST ST 61', 'JURONG WEST')"	643654
7375	"('655', 'HOUGANG AVE 8', 'HOUGANG')"	530655
7376	"('655', 'JLN TENAGA', 'BEDOK')"	410655
7377	"('655', 'SENJA RD', 'BUKIT PANJANG')"	670655
7378	"('655', 'WOODLANDS RING RD', 'WOODLANDS')"	730655
7379	"('655', 'YISHUN AVE 4', 'YISHUN')"	760655
7380	"('655A', 'JURONG WEST ST 61', 'JURONG WEST')"	641655
7381	"('655B', 'JURONG WEST ST 61', 'JURONG WEST')"	642655
7382	"('656', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680656
7383	"('656', 'HOUGANG AVE 8', 'HOUGANG')"	530656
7384	"('656', 'JLN TENAGA', 'BEDOK')"	410656
7385	"('656', 'SENJA RD', 'BUKIT PANJANG')"	670656
7386	"('656', 'WOODLANDS RING RD', 'WOODLANDS')"	730656
7387	"('656', 'YISHUN AVE 4', 'YISHUN')"	760656
7388	"('656A', 'JURONG WEST ST 61', 'JURONG WEST')"	641656
7389	"('656B', 'JURONG WEST ST 61', 'JURONG WEST')"	642656
7390	"('656C', 'JURONG WEST ST 61', 'JURONG WEST')"	643656
7391	"('656D', 'JURONG WEST ST 61', 'JURONG WEST')"	644656
7392	"('657', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680657
7393	"('657', 'HOUGANG AVE 8', 'HOUGANG')"	530657
7394	"('657', 'JLN TENAGA', 'BEDOK')"	410657
7395	"('657', 'WOODLANDS RING RD', 'WOODLANDS')"	730657
7396	"('657', 'YISHUN AVE 4', 'YISHUN')"	760657
7397	"('657A', 'JURONG WEST ST 65', 'JURONG WEST')"	641657
7398	"('657B', 'JURONG WEST ST 65', 'JURONG WEST')"	642657
7399	"('658', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680658
7400	"('658', 'HOUGANG AVE 8', 'HOUGANG')"	530658
7401	"('658', 'JLN TENAGA', 'BEDOK')"	410658
7402	"('658', 'WOODLANDS RING RD', 'WOODLANDS')"	730658
7403	"('658', 'YISHUN AVE 4', 'YISHUN')"	760658
7404	"('658A', 'JURONG WEST ST 65', 'JURONG WEST')"	641658
7405	"('658B', 'JURONG WEST ST 65', 'JURONG WEST')"	642658
7406	"('658C', 'JURONG WEST ST 65', 'JURONG WEST')"	643658
7407	"('658D', 'JURONG WEST ST 65', 'JURONG WEST')"	644658
7408	"('659', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680659
7409	"('659', 'HOUGANG AVE 8', 'HOUGANG')"	530659
7410	"('659', 'JLN TENAGA', 'BEDOK')"	410659
7411	"('659', 'WOODLANDS RING RD', 'WOODLANDS')"	730659
7412	"('659', 'YISHUN AVE 4', 'YISHUN')"	760659
7413	"('659A', 'JURONG WEST ST 65', 'JURONG WEST')"	641659
7414	"('659B', 'JURONG WEST ST 65', 'JURONG WEST')"	642659
7415	"('659C', 'JURONG WEST ST 65', 'JURONG WEST')"	643659
7416	"('659D', 'JURONG WEST ST 65', 'JURONG WEST')"	644659
7417	"('66', 'BEDOK STH AVE 3', 'BEDOK')"	460066
7418	"('66', ""C'WEALTH DR"", 'QUEENSTOWN')"	140066
7419	"('66', 'CIRCUIT RD', 'GEYLANG')"	370066
7420	"('66', 'KALLANG BAHRU', 'KALLANG/WHAMPOA')"	330066
7421	"('66', 'LOR 4 TOA PAYOH', 'TOA PAYOH')"	310066
7422	"('66', 'MARINE DR', 'MARINE PARADE')"	440066
7423	"('66', 'TELOK BLANGAH DR', 'BUKIT MERAH')"	100066
7424	"('660', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	681660
7425	"('660', 'HOUGANG AVE 8', 'HOUGANG')"	530660
7426	"('660', 'JLN TENAGA', 'BEDOK')"	410660
7427	"('660', 'WOODLANDS RING RD', 'WOODLANDS')"	730660
7428	"('660', 'YISHUN AVE 4', 'YISHUN')"	760660
7429	"('660A', 'JURONG WEST ST 64', 'JURONG WEST')"	641660
7430	"('660B', 'JURONG WEST ST 64', 'JURONG WEST')"	642660
7431	"('660C', 'JURONG WEST ST 64', 'JURONG WEST')"	643660
7432	"('660D', 'JURONG WEST ST 64', 'JURONG WEST')"	644660
7433	"('661', 'BUFFALO RD', 'CENTRAL AREA')"	210661
7434	"('661', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680661
7435	"('661', 'HOUGANG AVE 4', 'HOUGANG')"	530661
7436	"('661', 'JLN DAMAI', 'BEDOK')"	410661
7437	"('661', 'WOODLANDS RING RD', 'WOODLANDS')"	730661
7438	"('661', 'YISHUN AVE 4', 'YISHUN')"	760661
7439	"('661A', 'JURONG WEST ST 64', 'JURONG WEST')"	641661
7440	"('661B', 'JURONG WEST ST 64', 'JURONG WEST')"	642661
7441	"('661C', 'JURONG WEST ST 64', 'JURONG WEST')"	643661
7442	"('661D', 'JURONG WEST ST 64', 'JURONG WEST')"	644661
7443	"('662', 'BUFFALO RD', 'CENTRAL AREA')"	210662
7444	"('662', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680662
7445	"('662', 'HOUGANG AVE 4', 'HOUGANG')"	530662
7446	"('662', 'JLN DAMAI', 'BEDOK')"	410662
7447	"('662', 'WOODLANDS RING RD', 'WOODLANDS')"	730662
7448	"('662', 'YISHUN AVE 4', 'YISHUN')"	760662
7449	"('662A', 'JURONG WEST ST 64', 'JURONG WEST')"	641662
7450	"('662B', 'JURONG WEST ST 64', 'JURONG WEST')"	642662
7451	"('662C', 'JURONG WEST ST 64', 'JURONG WEST')"	643662
7452	"('662D', 'JURONG WEST ST 64', 'JURONG WEST')"	644662
7453	"('663', 'BUFFALO RD', 'CENTRAL AREA')"	210663
7454	"('663', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680663
7455	"('663', 'JLN DAMAI', 'BEDOK')"	410663
7456	"('663', 'WOODLANDS RING RD', 'WOODLANDS')"	730663
7457	"('663', 'YISHUN AVE 4', 'YISHUN')"	760663
7458	"('663A', 'JURONG WEST ST 65', 'JURONG WEST')"	641663
7459	"('663A', 'YISHUN AVE 4', 'YISHUN')"	761663
7460	"('663B', 'JURONG WEST ST 65', 'JURONG WEST')"	642663
7461	"('663C', 'JURONG WEST ST 65', 'JURONG WEST')"	643663
7462	"('663D', 'JURONG WEST ST 65', 'JURONG WEST')"	644663
7463	"('664', 'BUFFALO RD', 'CENTRAL AREA')"	210664
7464	"('664', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680664
7465	"('664', 'JLN DAMAI', 'BEDOK')"	410664
7466	"('664', 'WOODLANDS RING RD', 'WOODLANDS')"	730664
7467	"('664', 'YISHUN AVE 4', 'YISHUN')"	760664
7468	"('664A', 'JURONG WEST ST 64', 'JURONG WEST')"	641664
7469	"('664A', 'YISHUN AVE 4', 'YISHUN')"	761664
7470	"('664B', 'JURONG WEST ST 64', 'JURONG WEST')"	642664
7471	"('664C', 'JURONG WEST ST 64', 'JURONG WEST')"	643664
7472	"('664D', 'JURONG WEST ST 64', 'JURONG WEST')"	644664
7473	"('665', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680665
7474	"('665', 'HOUGANG AVE 4', 'HOUGANG')"	530665
7475	"('665', 'JLN DAMAI', 'BEDOK')"	410665
7476	"('665', 'WOODLANDS RING RD', 'WOODLANDS')"	730665
7477	"('665', 'YISHUN AVE 4', 'YISHUN')"	760665
7478	"('665A', 'JURONG WEST ST 64', 'JURONG WEST')"	641665
7479	"('665A', 'PUNGGOL DR', 'PUNGGOL')"	821665
7480	"('665B', 'JURONG WEST ST 64', 'JURONG WEST')"	642665
7481	"('665C', 'PUNGGOL DR', 'PUNGGOL')"	823665
7482	"('666', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680666
7483	"('666', 'HOUGANG AVE 4', 'HOUGANG')"	530666
7484	"('666', 'JLN DAMAI', 'BEDOK')"	410666
7485	"('666', 'WOODLANDS RING RD', 'WOODLANDS')"	730666
7486	"('666', 'YISHUN AVE 4', 'YISHUN')"	760666
7487	"('666A', 'JURONG WEST ST 65', 'JURONG WEST')"	641666
7488	"('666A', 'PUNGGOL DR', 'PUNGGOL')"	821666
7489	"('666A', 'YISHUN AVE 4', 'YISHUN')"	761666
7490	"('666B', 'JURONG WEST ST 65', 'JURONG WEST')"	642666
7491	"('666B', 'PUNGGOL DR', 'PUNGGOL')"	822666
7492	"('667', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680667
7493	"('667', 'HOUGANG AVE 4', 'HOUGANG')"	530667
7494	"('667', 'JLN DAMAI', 'BEDOK')"	410667
7495	"('667', 'WOODLANDS RING RD', 'WOODLANDS')"	730667
7496	"('667A', 'JURONG WEST ST 65', 'JURONG WEST')"	641667
7497	"('667A', 'PUNGGOL DR', 'PUNGGOL')"	821667
7498	"('667B', 'JURONG WEST ST 65', 'JURONG WEST')"	642667
7499	"('667B', 'PUNGGOL DR', 'PUNGGOL')"	822667
7500	"('667C', 'JURONG WEST ST 65', 'JURONG WEST')"	643667
7501	"('667D', 'JURONG WEST ST 65', 'JURONG WEST')"	644667
7502	"('668', 'CHANDER RD', 'CENTRAL AREA')"	210668
7503	"('668', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680668
7504	"('668', 'HOUGANG AVE 8', 'HOUGANG')"	530668
7505	"('668', 'JLN DAMAI', 'BEDOK')"	410668
7506	"('668', 'WOODLANDS RING RD', 'WOODLANDS')"	730668
7507	"('668A', 'JURONG WEST ST 64', 'JURONG WEST')"	641668
7508	"('668B', 'JURONG WEST ST 64', 'JURONG WEST')"	642668
7509	"('668C', 'JURONG WEST ST 64', 'JURONG WEST')"	643668
7510	"('668D', 'JURONG WEST ST 64', 'JURONG WEST')"	644668
7511	"('669', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680669
7512	"('669', 'HOUGANG AVE 8', 'HOUGANG')"	530669
7513	"('669', 'JLN DAMAI', 'BEDOK')"	410669
7514	"('669', 'WOODLANDS RING RD', 'WOODLANDS')"	730669
7515	"('669A', 'JURONG WEST ST 64', 'JURONG WEST')"	641669
7516	"('669B', 'JURONG WEST ST 64', 'JURONG WEST')"	642669
7517	"('669C', 'JURONG WEST ST 64', 'JURONG WEST')"	643669
7518	"('669D', 'JURONG WEST ST 64', 'JURONG WEST')"	644669
7519	"('67', 'BEDOK STH AVE 3', 'BEDOK')"	460067
7520	"('67', ""C'WEALTH DR"", 'QUEENSTOWN')"	140067
7521	"('67', 'CIRCUIT RD', 'GEYLANG')"	370067
7522	"('67', 'KALLANG BAHRU', 'KALLANG/WHAMPOA')"	331067
7523	"('67', 'MARINE DR', 'MARINE PARADE')"	440067
7524	"('67', 'TELOK BLANGAH DR', 'BUKIT MERAH')"	100067
7525	"('670', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680670
7526	"('670', 'HOUGANG AVE 8', 'HOUGANG')"	530670
7527	"('670', 'JLN DAMAI', 'BEDOK')"	410670
7528	"('670', 'WOODLANDS DR 71', 'WOODLANDS')"	730670
7529	"('670A', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	681670
7530	"('670A', 'JURONG WEST ST 65', 'JURONG WEST')"	641670
7531	"('671', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680671
7532	"('671', 'HOUGANG AVE 8', 'HOUGANG')"	530671
7533	"('671', 'JLN DAMAI', 'BEDOK')"	410671
7534	"('671', 'WOODLANDS DR 71', 'WOODLANDS')"	730671
7535	"('671A', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	681671
7536	"('671A', 'EDGEFIELD PLAINS', 'PUNGGOL')"	821671
7537	"('671A', 'JURONG WEST ST 65', 'JURONG WEST')"	641671
7538	"('671A', 'KLANG LANE', 'CENTRAL AREA')"	211671
7539	"('671B', 'JURONG WEST ST 65', 'JURONG WEST')"	642671
7540	"('671B', 'KLANG LANE', 'CENTRAL AREA')"	212671
7541	"('671C', 'JURONG WEST ST 65', 'JURONG WEST')"	643671
7542	"('672', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680672
7543	"('672', 'HOUGANG AVE 8', 'HOUGANG')"	530672
7544	"('672', 'JLN DAMAI', 'BEDOK')"	410672
7545	"('672', 'WOODLANDS DR 71', 'WOODLANDS')"	730672
7546	"('672A', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	681672
7547	"('672A', 'EDGEFIELD PLAINS', 'PUNGGOL')"	821672
7548	"('672A', 'JURONG WEST ST 65', 'JURONG WEST')"	641672
7549	"('672A', 'KLANG LANE', 'CENTRAL AREA')"	211672
7550	"('672B', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	682672
7551	"('672B', 'EDGEFIELD PLAINS', 'PUNGGOL')"	822672
7552	"('672B', 'KLANG LANE', 'CENTRAL AREA')"	212672
7553	"('672C', 'EDGEFIELD PLAINS', 'PUNGGOL')"	823672
7554	"('672D', 'EDGEFIELD PLAINS', 'PUNGGOL')"	824672
7555	"('673', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680673
7556	"('673', 'HOUGANG AVE 8', 'HOUGANG')"	530673
7557	"('673', 'WOODLANDS DR 71', 'WOODLANDS')"	730673
7558	"('673A', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	681673
7559	"('673A', 'EDGEFIELD PLAINS', 'PUNGGOL')"	821673
7560	"('673A', 'JURONG WEST ST 65', 'JURONG WEST')"	641673
7561	"('673B', 'EDGEFIELD PLAINS', 'PUNGGOL')"	822673
7562	"('673B', 'JURONG WEST ST 65', 'JURONG WEST')"	642673
7563	"('673C', 'EDGEFIELD PLAINS', 'PUNGGOL')"	823673
7564	"('673C', 'JURONG WEST ST 65', 'JURONG WEST')"	643673
7565	"('674', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680674
7566	"('674', 'HOUGANG AVE 8', 'HOUGANG')"	530674
7567	"('674A', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	681674
7568	"('674A', 'JURONG WEST ST 65', 'JURONG WEST')"	641674
7569	"('674B', 'JURONG WEST ST 65', 'JURONG WEST')"	642674
7570	"('675', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680675
7571	"('675', 'HOUGANG AVE 8', 'HOUGANG')"	530675
7572	"('675A', 'JURONG WEST ST 64', 'JURONG WEST')"	641675
7573	"('675B', 'JURONG WEST ST 64', 'JURONG WEST')"	642675
7574	"('676', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680676
7575	"('676', 'HOUGANG AVE 8', 'HOUGANG')"	530676
7576	"('676A', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	681676
7577	"('676A', 'JURONG WEST ST 64', 'JURONG WEST')"	641676
7578	"('676B', 'JURONG WEST ST 64', 'JURONG WEST')"	642676
7579	"('677', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680677
7580	"('677', 'HOUGANG AVE 8', 'HOUGANG')"	530677
7581	"('677', 'WOODLANDS AVE 6', 'WOODLANDS')"	730677
7582	"('677A', 'JURONG WEST ST 64', 'JURONG WEST')"	641677
7583	"('677B', 'JURONG WEST ST 64', 'JURONG WEST')"	642677
7584	"('677C', 'JURONG WEST ST 64', 'JURONG WEST')"	643677
7585	"('678', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	681678
7586	"('678', 'HOUGANG AVE 8', 'HOUGANG')"	530678
7587	"('678', 'WOODLANDS AVE 6', 'WOODLANDS')"	730678
7588	"('678A', 'JURONG WEST ST 64', 'JURONG WEST')"	641678
7589	"('678B', 'JURONG WEST ST 64', 'JURONG WEST')"	642678
7590	"('678C', 'JURONG WEST ST 64', 'JURONG WEST')"	643678
7591	"('678D', 'JURONG WEST ST 64', 'JURONG WEST')"	644678
7592	"('679', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680679
7593	"('679', 'HOUGANG AVE 8', 'HOUGANG')"	530679
7594	"('679', 'WOODLANDS AVE 6', 'WOODLANDS')"	730679
7595	"('679A', 'JURONG WEST CTRL 1', 'JURONG WEST')"	641679
7596	"('679B', 'JURONG WEST CTRL 1', 'JURONG WEST')"	642679
7597	"('679C', 'JURONG WEST CTRL 1', 'JURONG WEST')"	643679
7598	"('68', 'BEDOK STH AVE 3', 'BEDOK')"	460068
7599	"('68', ""C'WEALTH DR"", 'QUEENSTOWN')"	140068
7600	"('68', 'CIRCUIT RD', 'GEYLANG')"	370068
7601	"('68', 'DAKOTA CRES', 'GEYLANG')"	
7602	"('68', 'GEYLANG BAHRU', 'KALLANG/WHAMPOA')"	330068
7603	"('68', 'REDHILL CL', 'BUKIT MERAH')"	150068
7604	"('68', 'TELOK BLANGAH HTS', 'BUKIT MERAH')"	100062
7605	"('680', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680680
7606	"('680', 'HOUGANG AVE 8', 'HOUGANG')"	530680
7607	"('680', 'WOODLANDS AVE 6', 'WOODLANDS')"	730680
7608	"('680A', 'JURONG WEST CTRL 1', 'JURONG WEST')"	641680
7609	"('680B', 'JURONG WEST CTRL 1', 'JURONG WEST')"	642680
7610	"('680C', 'JURONG WEST CTRL 1', 'JURONG WEST')"	643680
7611	"('681', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680681
7612	"('681', 'HOUGANG AVE 8', 'HOUGANG')"	530681
7613	"('681', 'RACE COURSE RD', 'KALLANG/WHAMPOA')"	210681
7614	"('681A', 'JURONG WEST CTRL 1', 'JURONG WEST')"	641681
7615	"('681A', 'WOODLANDS DR 62', 'WOODLANDS')"	731681
7616	"('681B', 'JURONG WEST CTRL 1', 'JURONG WEST')"	642681
7617	"('681B', 'WOODLANDS DR 62', 'WOODLANDS')"	732681
7618	"('681C', 'JURONG WEST CTRL 1', 'JURONG WEST')"	643681
7619	"('681C', 'WOODLANDS DR 62', 'WOODLANDS')"	733681
7620	"('681D', 'WOODLANDS DR 62', 'WOODLANDS')"	734681
7621	"('682', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	680682
7622	"('682', 'HOUGANG AVE 4', 'HOUGANG')"	530682
7623	"('682', 'RACE COURSE RD', 'KALLANG/WHAMPOA')"	210682
7624	"('682A', 'JURONG WEST CTRL 1', 'JURONG WEST')"	641682
7625	"('682A', 'WOODLANDS DR 62', 'WOODLANDS')"	731682
7626	"('682B', 'JURONG WEST CTRL 1', 'JURONG WEST')"	642682
7627	"('682B', 'WOODLANDS DR 62', 'WOODLANDS')"	732682
7628	"('682C', 'JURONG WEST CTRL 1', 'JURONG WEST')"	643682
7629	"('682C', 'WOODLANDS DR 73', 'WOODLANDS')"	733682
7630	"('682D', 'WOODLANDS DR 73', 'WOODLANDS')"	734682
7631	"('683', 'HOUGANG AVE 8', 'HOUGANG')"	530683
7632	"('683', 'TESSENSOHN RD', 'KALLANG/WHAMPOA')"	210683
7633	"('683A', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	681683
7634	"('683A', 'JURONG WEST CTRL 1', 'JURONG WEST')"	641683
7635	"('683A', 'WOODLANDS DR 62', 'WOODLANDS')"	731683
7636	"('683B', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	682683
7637	"('683B', 'JURONG WEST CTRL 1', 'JURONG WEST')"	642683
7638	"('683B', 'WOODLANDS DR 62', 'WOODLANDS')"	732683
7639	"('683C', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	683683
7640	"('683C', 'JURONG WEST ST 64', 'JURONG WEST')"	643683
7641	"('683C', 'WOODLANDS DR 62', 'WOODLANDS')"	733683
7642	"('683D', 'WOODLANDS DR 62', 'WOODLANDS')"	734683
7643	"('684', 'HOUGANG AVE 8', 'HOUGANG')"	530684
7644	"('684', 'RACE COURSE RD', 'KALLANG/WHAMPOA')"	210684
7645	"('684A', 'CHOA CHU KANG CRES', 'CHOA CHU KANG')"	681684
